reef.alias,Date,NOx,Region,Subregion,Site,Season
Pelorus / Orpheus Island,2020-07-12,0.1125,Burdekin,Burdekin,Pelorus / Orpheus Island,Dry
Pelorus / Orpheus Island,2020-09-21,0.0475,Burdekin,Burdekin,Pelorus / Orpheus Island,Dry
Pelorus / Orpheus Island,2021-01-26,0.035,Burdekin,Burdekin,Pelorus / Orpheus Island,Wet
Pelorus / Orpheus Island,2021-02-10,0.14,Burdekin,Burdekin,Pelorus / Orpheus Island,Wet
Pelorus / Orpheus Island,2021-06-08,0.06999999999999999,Burdekin,Burdekin,Pelorus / Orpheus Island,Dry
Pelorus / Orpheus Island,2021-09-29,0.09,Burdekin,Burdekin,Pelorus / Orpheus Island,Dry
Pelorus / Orpheus Island,2022-01-06,0.1525,Burdekin,Burdekin,Pelorus / Orpheus Island,Wet
Pelorus / Orpheus Island,2022-02-08,0.0975,Burdekin,Burdekin,Pelorus / Orpheus Island,Wet
Pelorus / Orpheus Island,2022-06-04,0.125,Burdekin,Burdekin,Pelorus / Orpheus Island,Dry
Pine Island,2007-10-05,0.04251125,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Wet
Pine Island,2008-02-15,0.12914375,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Wet
Pine Island,2008-07-26,0.0538025,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Dry
Pine Island,2008-10-01,0.13134300000000002,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Wet
Pine Island,2009-02-19,0.394316,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Wet
Pine Island,2009-06-09,0.033926,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Dry
Pine Island,2009-10-03,0.041645,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Wet
Pine Island,2010-02-25,0.08821999999999999,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Wet
Pine Island,2010-07-03,0.158708,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Dry
Pine Island,2010-10-01,0.098379,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Wet
Pine Island,2011-02-18,0.5191790000000001,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Wet
Pine Island,2011-06-17,0.25074444444444444,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Dry
Pine Island,2011-09-28,0.099075,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Dry
Pine Island,2012-02-13,0.06472699999999999,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Wet
Pine Island,2012-06-14,0.4624125,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Dry
Pine Island,2012-06-15,0.28816833333333336,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Dry
Pine Island,2012-10-06,0.124325,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Wet
Pine Island,2013-02-21,0.554991,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Wet
Pine Island,2013-06-15,0.328515,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Dry
Pine Island,2013-10-05,0.24565700000000001,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Wet
Pine Island,2014-02-11,1.4855049999999999,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Wet
Pine Island,2014-02-12,1.442365,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Wet
Pine Island,2014-06-24,0.24130333333333331,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Dry
Pine Island,2014-09-18,0.091361,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Dry
Pine Island,2015-03-06,0.1654175,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Wet
Pine Island,2015-07-10,NA,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Dry
Pine Island,2015-07-15,0.0843975,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Dry
Pine Island,2015-10-25,0.037005,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Wet
Pine Island,2016-01-07,0.021337500000000002,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Wet
Pine Island,2016-02-17,0.2603525,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Wet
Pine Island,2016-03-22,0.4101925,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Wet
Pine Island,2016-06-27,0.09600249999999999,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Dry
Pine Island,2016-09-20,0.18937666666666667,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Dry
Pine Island,2017-01-13,0.836415,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Wet
Pine Island,2017-02-17,0.6339600000000001,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Wet
Pine Island,2017-03-16,0.247475,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Wet
Pine Island,2017-05-27,0.86435,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Dry
Pine Island,2017-07-05,NA,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Dry
Pine Island,2017-09-06,0.048537500000000004,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Dry
Pine Island,2017-10-10,NA,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Wet
Pine Island,2018-01-13,0.047499999999999994,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Wet
Pine Island,2018-02-18,0.155,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Wet
Pine Island,2018-04-25,0.65074,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Dry
Pine Island,2018-06-09,0.13961,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Dry
Pine Island,2018-06-16,NA,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Dry
Pine Island,2018-09-07,0.0925,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Dry
Pine Island,2019-02-01,0.7925,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Wet
Pine Island,2019-02-19,0.3975,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Wet
Pine Island,2019-03-19,0.085,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Wet
Pine Island,2019-05-30,0.195,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Dry
Pine Island,2019-07-10,NA,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Dry
Pine Island,2019-09-19,0.04,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Dry
Pine Island,2020-01-17,0.12,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Wet
Pine Island,2020-02-11,0.1725,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Wet
Pine Island,2020-05-24,0.5575,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Dry
Pine Island,2020-06-15,NA,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Dry
Pine Island,2020-06-22,0.1275,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Dry
Pine Island,2020-10-08,0.0225,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Wet
Pine Island,2021-02-07,0.5275000000000001,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Wet
Pine Island,2021-02-23,0.12250000000000001,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Wet
Pine Island,2021-03-15,0.35000000000000003,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Wet
Pine Island,2021-06-04,1.1075000000000002,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Dry
Pine Island,2021-09-25,0.2,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Dry
Pine Island,2022-01-15,0.1325,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Wet
Pine Island,2022-02-04,0.42,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Wet
Pine Island,2022-03-10,0.08750000000000001,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Wet
Pine Island,2022-06-01,0.09,Mackay Whitsunday,Mackay Whitsunday,Pine Island,Dry
Port Douglas,2005-09-16,0.029166666666666667,Wet Tropics,Barron Daintree,Port Douglas,Dry
Port Douglas,2006-01-23,0.02857,Wet Tropics,Barron Daintree,Port Douglas,Wet
Port Douglas,2006-10-30,0.03,Wet Tropics,Barron Daintree,Port Douglas,Wet
Port Douglas,2007-04-20,0.08541499999999999,Wet Tropics,Barron Daintree,Port Douglas,Dry
Port Douglas,2007-10-14,0.035385,Wet Tropics,Barron Daintree,Port Douglas,Wet
Port Douglas,2008-03-28,0.045,Wet Tropics,Barron Daintree,Port Douglas,Wet
Port Douglas,2008-08-07,0.0398,Wet Tropics,Barron Daintree,Port Douglas,Dry
Port Douglas,2008-10-11,0.0886075,Wet Tropics,Barron Daintree,Port Douglas,Wet
Port Douglas,2009-02-25,0.035,Wet Tropics,Barron Daintree,Port Douglas,Wet
Port Douglas,2009-06-15,0.047565,Wet Tropics,Barron Daintree,Port Douglas,Dry
Port Douglas,2009-10-11,0.03791166666666667,Wet Tropics,Barron Daintree,Port Douglas,Wet
Port Douglas,2010-03-03,0.0282,Wet Tropics,Barron Daintree,Port Douglas,Wet
Port Douglas,2010-06-26,0.01,Wet Tropics,Barron Daintree,Port Douglas,Dry
Port Douglas,2010-10-07,0.01,Wet Tropics,Barron Daintree,Port Douglas,Wet
Port Douglas,2011-02-09,0.01,Wet Tropics,Barron Daintree,Port Douglas,Wet
Port Douglas,2011-06-21,0.0316825,Wet Tropics,Barron Daintree,Port Douglas,Dry
Port Douglas,2011-10-02,0.09084,Wet Tropics,Barron Daintree,Port Douglas,Wet
Port Douglas,2012-02-20,0.06378166666666667,Wet Tropics,Barron Daintree,Port Douglas,Wet
Port Douglas,2012-06-07,0.08897166666666667,Wet Tropics,Barron Daintree,Port Douglas,Dry
Port Douglas,2012-10-12,0.1095225,Wet Tropics,Barron Daintree,Port Douglas,Wet
Port Douglas,2013-02-15,0.0730475,Wet Tropics,Barron Daintree,Port Douglas,Wet
Port Douglas,2013-06-19,0.08404999999999999,Wet Tropics,Barron Daintree,Port Douglas,Dry
Port Douglas,2013-10-12,0.0574275,Wet Tropics,Barron Daintree,Port Douglas,Wet
Port Douglas,2014-02-05,0.12119666666666667,Wet Tropics,Barron Daintree,Port Douglas,Wet
Port Douglas,2014-07-03,0.11266166666666666,Wet Tropics,Barron Daintree,Port Douglas,Dry
Port Douglas,2014-09-24,0.11507833333333334,Wet Tropics,Barron Daintree,Port Douglas,Dry
Port Douglas,2015-02-19,0.318795,Wet Tropics,Barron Daintree,Port Douglas,Wet
Port Douglas,2015-06-17,0.04016,Wet Tropics,Barron Daintree,Port Douglas,Dry
Port Douglas,2015-11-01,0.0282125,Wet Tropics,Barron Daintree,Port Douglas,Wet
Port Douglas,2016-02-26,0.01,Wet Tropics,Barron Daintree,Port Douglas,Wet
Port Douglas,2016-06-25,0.01,Wet Tropics,Barron Daintree,Port Douglas,Dry
Port Douglas,2016-10-24,0.01,Wet Tropics,Barron Daintree,Port Douglas,Wet
Port Douglas,2017-02-11,0.0507025,Wet Tropics,Barron Daintree,Port Douglas,Wet
Port Douglas,2017-06-21,0.1112975,Wet Tropics,Barron Daintree,Port Douglas,Dry
Port Douglas,2017-11-09,0.02827,Wet Tropics,Barron Daintree,Port Douglas,Wet
Port Douglas,2018-03-01,0.01,Wet Tropics,Barron Daintree,Port Douglas,Wet
Port Douglas,2018-05-31,0.036095,Wet Tropics,Barron Daintree,Port Douglas,Dry
Port Douglas,2018-11-01,0.01,Wet Tropics,Barron Daintree,Port Douglas,Wet
Port Douglas,2019-02-08,0.16,Wet Tropics,Barron Daintree,Port Douglas,Wet
Port Douglas,2019-06-19,0.075,Wet Tropics,Barron Daintree,Port Douglas,Dry
Port Douglas,2019-10-21,0.045,Wet Tropics,Barron Daintree,Port Douglas,Wet
Port Douglas,2020-02-04,0.03,Wet Tropics,Barron Daintree,Port Douglas,Wet
Port Douglas,2020-07-14,0.12250000000000001,Wet Tropics,Barron Daintree,Port Douglas,Dry
Port Douglas,2020-09-29,0.1025,Wet Tropics,Barron Daintree,Port Douglas,Dry
Port Douglas,2021-02-15,0.2025,Wet Tropics,Barron Daintree,Port Douglas,Wet
Port Douglas,2021-06-12,1.16,Wet Tropics,Barron Daintree,Port Douglas,Dry
Port Douglas,2021-10-03,0.060000000000000005,Wet Tropics,Barron Daintree,Port Douglas,Wet
Port Douglas,2022-02-12,0.0325,Wet Tropics,Barron Daintree,Port Douglas,Wet
Port Douglas,2022-06-08,0.1075,Wet Tropics,Barron Daintree,Port Douglas,Dry
Repulse Islands dive mooring,2015-03-06,0.1191325,Mackay Whitsunday,Mackay Whitsunday,Repulse Islands dive mooring,Wet
Repulse Islands dive mooring,2015-07-11,NA,Mackay Whitsunday,Mackay Whitsunday,Repulse Islands dive mooring,Dry
Repulse Islands dive mooring,2015-07-16,0.035785000000000004,Mackay Whitsunday,Mackay Whitsunday,Repulse Islands dive mooring,Dry
Repulse Islands dive mooring,2015-10-24,0.020503333333333335,Mackay Whitsunday,Mackay Whitsunday,Repulse Islands dive mooring,Wet
Repulse Islands dive mooring,2016-01-08,0.01,Mackay Whitsunday,Mackay Whitsunday,Repulse Islands dive mooring,Wet
Repulse Islands dive mooring,2016-02-18,0.046385,Mackay Whitsunday,Mackay Whitsunday,Repulse Islands dive mooring,Wet
Repulse Islands dive mooring,2016-03-22,0.39117,Mackay Whitsunday,Mackay Whitsunday,Repulse Islands dive mooring,Wet
Repulse Islands dive mooring,2016-06-27,0.1823025,Mackay Whitsunday,Mackay Whitsunday,Repulse Islands dive mooring,Dry
Repulse Islands dive mooring,2016-09-21,0.19357,Mackay Whitsunday,Mackay Whitsunday,Repulse Islands dive mooring,Dry
Repulse Islands dive mooring,2017-01-14,0.8428450000000001,Mackay Whitsunday,Mackay Whitsunday,Repulse Islands dive mooring,Wet
Repulse Islands dive mooring,2017-02-17,0.14959250000000002,Mackay Whitsunday,Mackay Whitsunday,Repulse Islands dive mooring,Wet
Repulse Islands dive mooring,2017-03-16,0.21518749999999998,Mackay Whitsunday,Mackay Whitsunday,Repulse Islands dive mooring,Wet
Repulse Islands dive mooring,2017-05-27,0.3081275,Mackay Whitsunday,Mackay Whitsunday,Repulse Islands dive mooring,Dry
Repulse Islands dive mooring,2017-06-29,NA,Mackay Whitsunday,Mackay Whitsunday,Repulse Islands dive mooring,Dry
Repulse Islands dive mooring,2017-09-05,0.066105,Mackay Whitsunday,Mackay Whitsunday,Repulse Islands dive mooring,Dry
Repulse Islands dive mooring,2017-10-10,NA,Mackay Whitsunday,Mackay Whitsunday,Repulse Islands dive mooring,Wet
Repulse Islands dive mooring,2018-01-13,0.0625,Mackay Whitsunday,Mackay Whitsunday,Repulse Islands dive mooring,Wet
Repulse Islands dive mooring,2018-02-19,0.225,Mackay Whitsunday,Mackay Whitsunday,Repulse Islands dive mooring,Wet
Repulse Islands dive mooring,2018-04-25,0.090795,Mackay Whitsunday,Mackay Whitsunday,Repulse Islands dive mooring,Dry
Repulse Islands dive mooring,2018-06-10,0.04796,Mackay Whitsunday,Mackay Whitsunday,Repulse Islands dive mooring,Dry
Repulse Islands dive mooring,2018-06-16,NA,Mackay Whitsunday,Mackay Whitsunday,Repulse Islands dive mooring,Dry
Repulse Islands dive mooring,2018-09-07,0.0675,Mackay Whitsunday,Mackay Whitsunday,Repulse Islands dive mooring,Dry
Repulse Islands dive mooring,2018-09-08,NA,Mackay Whitsunday,Mackay Whitsunday,Repulse Islands dive mooring,Dry
Repulse Islands dive mooring,2019-01-31,1.5125,Mackay Whitsunday,Mackay Whitsunday,Repulse Islands dive mooring,Wet
Repulse Islands dive mooring,2019-02-20,0.1575,Mackay Whitsunday,Mackay Whitsunday,Repulse Islands dive mooring,Wet
Repulse Islands dive mooring,2019-03-20,0.07,Mackay Whitsunday,Mackay Whitsunday,Repulse Islands dive mooring,Wet
Repulse Islands dive mooring,2019-05-29,0.07,Mackay Whitsunday,Mackay Whitsunday,Repulse Islands dive mooring,Dry
Repulse Islands dive mooring,2019-09-18,0.0675,Mackay Whitsunday,Mackay Whitsunday,Repulse Islands dive mooring,Dry
Repulse Islands dive mooring,2020-01-17,0.0475,Mackay Whitsunday,Mackay Whitsunday,Repulse Islands dive mooring,Wet
Repulse Islands dive mooring,2020-02-11,0.1825,Mackay Whitsunday,Mackay Whitsunday,Repulse Islands dive mooring,Wet
Repulse Islands dive mooring,2020-05-23,0.4225,Mackay Whitsunday,Mackay Whitsunday,Repulse Islands dive mooring,Dry
Repulse Islands dive mooring,2020-06-14,NA,Mackay Whitsunday,Mackay Whitsunday,Repulse Islands dive mooring,Dry
Repulse Islands dive mooring,2020-06-22,0.055,Mackay Whitsunday,Mackay Whitsunday,Repulse Islands dive mooring,Dry
Repulse Islands dive mooring,2020-10-07,0.01,Mackay Whitsunday,Mackay Whitsunday,Repulse Islands dive mooring,Wet
Repulse Islands dive mooring,2021-02-07,0.85,Mackay Whitsunday,Mackay Whitsunday,Repulse Islands dive mooring,Wet
Repulse Islands dive mooring,2021-02-22,0.43000000000000005,Mackay Whitsunday,Mackay Whitsunday,Repulse Islands dive mooring,Wet
Repulse Islands dive mooring,2021-03-15,0.185,Mackay Whitsunday,Mackay Whitsunday,Repulse Islands dive mooring,Wet
Repulse Islands dive mooring,2021-06-04,0.31,Mackay Whitsunday,Mackay Whitsunday,Repulse Islands dive mooring,Dry
Repulse Islands dive mooring,2021-09-25,0.095,Mackay Whitsunday,Mackay Whitsunday,Repulse Islands dive mooring,Dry
Repulse Islands dive mooring,2022-01-15,0.6825,Mackay Whitsunday,Mackay Whitsunday,Repulse Islands dive mooring,Wet
Repulse Islands dive mooring,2022-02-04,0.26,Mackay Whitsunday,Mackay Whitsunday,Repulse Islands dive mooring,Wet
Repulse Islands dive mooring,2022-03-10,0.26666666666666666,Mackay Whitsunday,Mackay Whitsunday,Repulse Islands dive mooring,Wet
Repulse Islands dive mooring,2022-06-01,0.115,Mackay Whitsunday,Mackay Whitsunday,Repulse Islands dive mooring,Dry
RM3,2015-03-27,0.01,Wet Tropics,Johnstone Russell Mulgrave,RM3,Wet
RM3,2015-07-26,0.09776750000000001,Wet Tropics,Johnstone Russell Mulgrave,RM3,Dry
RM3,2015-10-22,0.116775,Wet Tropics,Johnstone Russell Mulgrave,RM3,Wet
RM3,2015-12-11,0.01,Wet Tropics,Johnstone Russell Mulgrave,RM3,Wet
RM3,2016-02-27,0.0540725,Wet Tropics,Johnstone Russell Mulgrave,RM3,Wet
RM3,2016-03-31,0.202555,Wet Tropics,Johnstone Russell Mulgrave,RM3,Wet
RM3,2016-07-05,0.038033333333333336,Wet Tropics,Johnstone Russell Mulgrave,RM3,Dry
RM3,2016-10-12,0.01,Wet Tropics,Johnstone Russell Mulgrave,RM3,Wet
RM3,2016-12-18,0.03125666666666667,Wet Tropics,Johnstone Russell Mulgrave,RM3,Wet
RM3,2017-03-07,0.0359325,Wet Tropics,Johnstone Russell Mulgrave,RM3,Wet
RM3,2017-04-26,0.01,Wet Tropics,Johnstone Russell Mulgrave,RM3,Dry
RM3,2017-05-12,0.0729675,Wet Tropics,Johnstone Russell Mulgrave,RM3,Dry
RM3,2017-09-27,0.038275000000000003,Wet Tropics,Johnstone Russell Mulgrave,RM3,Dry
RM3,2017-12-07,0.0573975,Wet Tropics,Johnstone Russell Mulgrave,RM3,Wet
RM3,2018-02-11,0.025,Wet Tropics,Johnstone Russell Mulgrave,RM3,Wet
RM3,2018-04-20,0.0377325,Wet Tropics,Johnstone Russell Mulgrave,RM3,Dry
RM3,2018-05-10,0.0323175,Wet Tropics,Johnstone Russell Mulgrave,RM3,Dry
RM3,2018-10-09,0.01,Wet Tropics,Johnstone Russell Mulgrave,RM3,Wet
RM3,2018-12-03,0.01,Wet Tropics,Johnstone Russell Mulgrave,RM3,Wet
RM3,2019-02-07,0.385,Wet Tropics,Johnstone Russell Mulgrave,RM3,Wet
RM3,2019-03-06,0.12250000000000001,Wet Tropics,Johnstone Russell Mulgrave,RM3,Wet
RM3,2019-05-27,0.0325,Wet Tropics,Johnstone Russell Mulgrave,RM3,Dry
RM3,2019-10-08,0.0375,Wet Tropics,Johnstone Russell Mulgrave,RM3,Wet
RM3,2019-12-04,0.12,Wet Tropics,Johnstone Russell Mulgrave,RM3,Wet
RM3,2020-02-03,0.0525,Wet Tropics,Johnstone Russell Mulgrave,RM3,Wet
RM3,2020-03-04,0.0775,Wet Tropics,Johnstone Russell Mulgrave,RM3,Wet
RM3,2020-04-11,0.14250000000000002,Wet Tropics,Johnstone Russell Mulgrave,RM3,Dry
RM3,2020-10-19,0.0675,Wet Tropics,Johnstone Russell Mulgrave,RM3,Wet
RM3,2020-12-08,0.0275,Wet Tropics,Johnstone Russell Mulgrave,RM3,Wet
RM3,2021-02-13,0.2575,Wet Tropics,Johnstone Russell Mulgrave,RM3,Wet
RM3,2021-04-06,0.3425,Wet Tropics,Johnstone Russell Mulgrave,RM3,Dry
RM3,2021-06-11,0.8375,Wet Tropics,Johnstone Russell Mulgrave,RM3,Dry
RM3,2021-10-02,0.3125,Wet Tropics,Johnstone Russell Mulgrave,RM3,Wet
RM3,2021-12-08,0.27,Wet Tropics,Johnstone Russell Mulgrave,RM3,Wet
RM3,2022-02-11,0.057499999999999996,Wet Tropics,Johnstone Russell Mulgrave,RM3,Wet
RM3,2022-03-29,0.08499999999999999,Wet Tropics,Johnstone Russell Mulgrave,RM3,Wet
RM3,2022-06-07,0.425,Wet Tropics,Johnstone Russell Mulgrave,RM3,Dry
Russell Island (Franklands),2005-09-18,0.025,Wet Tropics,Johnstone Russell Mulgrave,Russell Island (Franklands),Dry
Russell Island (Franklands),2006-01-27,0.01,Wet Tropics,Johnstone Russell Mulgrave,Russell Island (Franklands),Wet
Russell Island (Franklands),2006-10-29,0.0832425,Wet Tropics,Johnstone Russell Mulgrave,Russell Island (Franklands),Wet
Russell Island (Franklands),2007-04-17,0.0677025,Wet Tropics,Johnstone Russell Mulgrave,Russell Island (Franklands),Dry
Russell Island (Franklands),2007-10-09,0.1307725,Wet Tropics,Johnstone Russell Mulgrave,Russell Island (Franklands),Wet
Russell Island (Franklands),2007-10-10,0.03,Wet Tropics,Johnstone Russell Mulgrave,Russell Island (Franklands),Wet
Russell Island (Franklands),2007-12-16,NA,Wet Tropics,Johnstone Russell Mulgrave,Russell Island (Franklands),Wet
Russell Island (Franklands),2008-03-26,0.100275,Wet Tropics,Johnstone Russell Mulgrave,Russell Island (Franklands),Wet
Russell Island (Franklands),2008-08-04,0.088884,Wet Tropics,Johnstone Russell Mulgrave,Russell Island (Franklands),Dry
Russell Island (Franklands),2008-10-09,0.174335,Wet Tropics,Johnstone Russell Mulgrave,Russell Island (Franklands),Wet
Russell Island (Franklands),2009-02-23,0.18826400000000001,Wet Tropics,Johnstone Russell Mulgrave,Russell Island (Franklands),Wet
Russell Island (Franklands),2009-06-13,0.055928,Wet Tropics,Johnstone Russell Mulgrave,Russell Island (Franklands),Dry
Russell Island (Franklands),2009-10-09,0.089916,Wet Tropics,Johnstone Russell Mulgrave,Russell Island (Franklands),Wet
Russell Island (Franklands),2010-03-01,0.0709925,Wet Tropics,Johnstone Russell Mulgrave,Russell Island (Franklands),Wet
Russell Island (Franklands),2010-03-02,0.03367166666666667,Wet Tropics,Johnstone Russell Mulgrave,Russell Island (Franklands),Wet
Russell Island (Franklands),2010-06-25,0.062037777777777775,Wet Tropics,Johnstone Russell Mulgrave,Russell Island (Franklands),Dry
Russell Island (Franklands),2010-10-06,0.085939,Wet Tropics,Johnstone Russell Mulgrave,Russell Island (Franklands),Wet
Russell Island (Franklands),2011-02-11,0.1431725,Wet Tropics,Johnstone Russell Mulgrave,Russell Island (Franklands),Wet
Russell Island (Franklands),2011-06-23,0.0433775,Wet Tropics,Johnstone Russell Mulgrave,Russell Island (Franklands),Dry
Russell Island (Franklands),2011-10-04,0.181517,Wet Tropics,Johnstone Russell Mulgrave,Russell Island (Franklands),Wet
Russell Island (Franklands),2012-02-17,0.05942,Wet Tropics,Johnstone Russell Mulgrave,Russell Island (Franklands),Wet
Russell Island (Franklands),2012-02-18,0.063785,Wet Tropics,Johnstone Russell Mulgrave,Russell Island (Franklands),Wet
Russell Island (Franklands),2012-06-09,0.11426499999999999,Wet Tropics,Johnstone Russell Mulgrave,Russell Island (Franklands),Dry
Russell Island (Franklands),2012-10-10,0.2402291666666667,Wet Tropics,Johnstone Russell Mulgrave,Russell Island (Franklands),Wet
Russell Island (Franklands),2013-02-17,0.10983333333333334,Wet Tropics,Johnstone Russell Mulgrave,Russell Island (Franklands),Wet
Russell Island (Franklands),2013-06-21,0.0895175,Wet Tropics,Johnstone Russell Mulgrave,Russell Island (Franklands),Dry
Russell Island (Franklands),2013-10-10,0.27412,Wet Tropics,Johnstone Russell Mulgrave,Russell Island (Franklands),Wet
Russell Island (Franklands),2013-10-11,0.13926428571428573,Wet Tropics,Johnstone Russell Mulgrave,Russell Island (Franklands),Wet
Russell Island (Franklands),2014-02-06,0.24518583333333333,Wet Tropics,Johnstone Russell Mulgrave,Russell Island (Franklands),Wet
Russell Island (Franklands),2014-07-02,0.051991,Wet Tropics,Johnstone Russell Mulgrave,Russell Island (Franklands),Dry
Russell Island (Franklands),2014-09-23,0.139019,Wet Tropics,Johnstone Russell Mulgrave,Russell Island (Franklands),Dry
Russell Island (Franklands),2015-02-17,NA,Wet Tropics,Johnstone Russell Mulgrave,Russell Island (Franklands),Wet
Russell Island (Franklands),2015-02-18,0.10641,Wet Tropics,Johnstone Russell Mulgrave,Russell Island (Franklands),Wet
Russell Island (Franklands),2015-03-27,0.03377,Wet Tropics,Johnstone Russell Mulgrave,Russell Island (Franklands),Wet
Russell Island (Franklands),2015-06-17,0.0691,Wet Tropics,Johnstone Russell Mulgrave,Russell Island (Franklands),Dry
Russell Island (Franklands),2015-07-26,0.062095,Wet Tropics,Johnstone Russell Mulgrave,Russell Island (Franklands),Dry
Russell Island (Franklands),2015-08-03,NA,Wet Tropics,Johnstone Russell Mulgrave,Russell Island (Franklands),Dry
Russell Island (Franklands),2015-10-22,0.11225666666666666,Wet Tropics,Johnstone Russell Mulgrave,Russell Island (Franklands),Wet
Russell Island (Franklands),2015-12-11,0.01,Wet Tropics,Johnstone Russell Mulgrave,Russell Island (Franklands),Wet
Russell Island (Franklands),2016-02-28,0.01,Wet Tropics,Johnstone Russell Mulgrave,Russell Island (Franklands),Wet
Russell Island (Franklands),2016-03-31,0.01,Wet Tropics,Johnstone Russell Mulgrave,Russell Island (Franklands),Wet
Russell Island (Franklands),2016-07-05,0.01,Wet Tropics,Johnstone Russell Mulgrave,Russell Island (Franklands),Dry
Russell Island (Franklands),2016-07-20,NA,Wet Tropics,Johnstone Russell Mulgrave,Russell Island (Franklands),Dry
Russell Island (Franklands),2016-10-12,0.04774,Wet Tropics,Johnstone Russell Mulgrave,Russell Island (Franklands),Wet
Russell Island (Franklands),2016-12-18,0.0470175,Wet Tropics,Johnstone Russell Mulgrave,Russell Island (Franklands),Wet
Russell Island (Franklands),2017-03-07,0.0568575,Wet Tropics,Johnstone Russell Mulgrave,Russell Island (Franklands),Wet
Russell Island (Franklands),2017-04-26,0.024884999999999997,Wet Tropics,Johnstone Russell Mulgrave,Russell Island (Franklands),Dry
Russell Island (Franklands),2017-05-12,0.621125,Wet Tropics,Johnstone Russell Mulgrave,Russell Island (Franklands),Dry
Russell Island (Franklands),2017-08-06,NA,Wet Tropics,Johnstone Russell Mulgrave,Russell Island (Franklands),Dry
Russell Island (Franklands),2017-09-27,0.027450000000000002,Wet Tropics,Johnstone Russell Mulgrave,Russell Island (Franklands),Dry
Russell Island (Franklands),2017-12-07,0.0208025,Wet Tropics,Johnstone Russell Mulgrave,Russell Island (Franklands),Wet
Russell Island (Franklands),2018-02-12,0.175,Wet Tropics,Johnstone Russell Mulgrave,Russell Island (Franklands),Wet
