LATITUDE,LONGITUDE,reef.alias,Water_Samples,Region,Subregion,Season,waterYear,Date,Mnth,DOC
-16.7866667,145.7466667,Yorkey's Knob,AIMS,Wet Tropics,Barron Daintree,Dry,2007,2006-10-30,10,740.9798494700002
-16.7866667,145.7466667,Yorkey's Knob,AIMS,Wet Tropics,Barron Daintree,Dry,2019,2019-06-19,6,910.8341866849998
-16.7866667,145.7466667,Yorkey's Knob,AIMS,Wet Tropics,Barron Daintree,Wet,2021,2021-02-14,2,1141.76566
-16.7866667,145.7468333,Yorkey's Knob,AIMS,Wet Tropics,Barron Daintree,Wet,2018,2018-03-01,3,1153.695405585
-16.7866667,145.7483333,Yorkey's Knob,AIMS,Wet Tropics,Barron Daintree,Dry,2020,2020-07-15,7,888.3135316574999
-16.7867,145.74675,Yorkey's Knob,AIMS,Wet Tropics,Barron Daintree,Dry,2021,2021-06-12,6,963.4923924999998
-16.7867537,145.7472101,Yorkey's Knob,AIMS,Wet Tropics,Barron Daintree,Dry,2012,2012-06-07,6,1137.2102780574999
-16.7867667,145.7463667,Yorkey's Knob,AIMS,Wet Tropics,Barron Daintree,Wet,2016,2015-11-01,11,878.6409832749999
-16.786772,145.7452558,Yorkey's Knob,AIMS,Wet Tropics,Barron Daintree,Wet,2009,2009-02-25,2,881.9480019324999
-16.7868333,145.746,Yorkey's Knob,AIMS,Wet Tropics,Barron Daintree,Dry,2017,2017-06-21,6,977.9933328549998
-16.7868333,145.7486667,Yorkey's Knob,AIMS,Wet Tropics,Barron Daintree,Wet,2011,2011-02-10,2,1000.2290869625
-16.7869377,145.746137,Yorkey's Knob,AIMS,Wet Tropics,Barron Daintree,Dry,2014,2014-07-03,7,897.7347798925
-16.7870667,145.7468667,Yorkey's Knob,AIMS,Wet Tropics,Barron Daintree,Dry,2022,2022-06-09,6,967.96649
-16.7871667,145.746,Yorkey's Knob,AIMS,Wet Tropics,Barron Daintree,Dry,2022,2021-10-03,10,909.8632775
-16.7871667,145.747,Yorkey's Knob,AIMS,Wet Tropics,Barron Daintree,Wet,2007,2007-04-20,4,632.7992046974999
-16.7871667,145.7471667,Yorkey's Knob,AIMS,Wet Tropics,Barron Daintree,Wet,2022,2022-02-12,2,1074.8944175
-16.787209,145.7470662,Yorkey's Knob,AIMS,Wet Tropics,Barron Daintree,Wet,2013,2013-02-15,2,952.2477243275
-16.7872817,145.7478444,Yorkey's Knob,AIMS,Wet Tropics,Barron Daintree,Wet,2014,2014-02-05,2,897.0642057624999
-16.7874143,145.7476098,Yorkey's Knob,AIMS,Wet Tropics,Barron Daintree,Dry,2012,2011-10-02,10,930.9490984674999
-16.7878333,145.7466667,Yorkey's Knob,AIMS,Wet Tropics,Barron Daintree,Wet,2019,2018-11-01,11,755.6920933425
-16.7879832,145.7480595,Yorkey's Knob,AIMS,Wet Tropics,Barron Daintree,Dry,2009,2009-06-15,6,794.1301159274999
-16.788009,145.7446995,Yorkey's Knob,AIMS,Wet Tropics,Barron Daintree,Dry,2011,2011-06-21,6,974.281693635
-16.7881667,145.7455,Yorkey's Knob,AIMS,Wet Tropics,Barron Daintree,Wet,2008,2008-03-28,3,843.5220504025
-16.7883333,145.7475,Yorkey's Knob,AIMS,Wet Tropics,Barron Daintree,Dry,2018,2018-05-31,5,925.706807435
-16.7883333,145.7483333,Yorkey's Knob,AIMS,Wet Tropics,Barron Daintree,Dry,2020,2020-09-29,9,1002.498115
-16.789,145.7495,Yorkey's Knob,AIMS,Wet Tropics,Barron Daintree,Dry,2016,2016-06-25,6,843.185472155
-16.7906333,145.7468,Yorkey's Knob,AIMS,Wet Tropics,Barron Daintree,Wet,2006,2006-01-23,1,764.4407255775
-16.7966667,145.7471667,Yorkey's Knob,AIMS,Wet Tropics,Barron Daintree,Dry,2005,2005-09-17,9,599.6344915524999
-16.8381667,145.8381667,Fairlead Buoy,AIMS,Wet Tropics,Barron Daintree,Wet,2011,2011-02-10,2,1008.9175440875
-16.8456667,145.8385,Fairlead Buoy,AIMS,Wet Tropics,Barron Daintree,Wet,2007,2007-04-19,4,820.42084369
-16.8462288,145.8376124,Fairlead Buoy,AIMS,Wet Tropics,Barron Daintree,Dry,2015,2015-06-17,6,939.6025435275
-16.8462928,145.8406462,Fairlead Buoy,AIMS,Wet Tropics,Barron Daintree,Dry,2014,2014-07-03,7,858.0556306499999
-16.8463694,145.8364735,Fairlead Buoy,AIMS,Wet Tropics,Barron Daintree,Wet,2012,2012-02-20,2,785.1067620950001
-16.84655,145.8367167,Fairlead Buoy,AIMS,Wet Tropics,Barron Daintree,Dry,2008,2007-10-15,10,611.87673333
-16.8466667,145.8366667,Fairlead Buoy,AIMS,Wet Tropics,Barron Daintree,Wet,2021,2021-02-15,2,1161.4036449999999
-16.8466667,145.8383333,Fairlead Buoy,AIMS,Wet Tropics,Barron Daintree,Dry,2019,2019-06-19,6,885.8112800274998
-16.8471032,145.8364398,Fairlead Buoy,AIMS,Wet Tropics,Barron Daintree,Dry,2014,2014-09-24,9,815.9033264249999
-16.8475,145.8361667,Fairlead Buoy,AIMS,Wet Tropics,Barron Daintree,Wet,2008,2008-03-28,3,887.0811430025
-16.8475667,145.8364,Fairlead Buoy,AIMS,Wet Tropics,Barron Daintree,Dry,2020,2019-10-21,10,855.7837500000002
-16.8475751,145.8362859,Fairlead Buoy,AIMS,Wet Tropics,Barron Daintree,Dry,2009,2008-10-11,10,634.4126123
-16.8475833,145.8383833,Fairlead Buoy,AIMS,Wet Tropics,Barron Daintree,Wet,2018,2017-11-09,11,1026.8580144574998
-16.8479578,145.836918,Fairlead Buoy,AIMS,Wet Tropics,Barron Daintree,Dry,2009,2009-06-15,6,714.7561430874999
-16.8481127,145.8368065,Fairlead Buoy,AIMS,Wet Tropics,Barron Daintree,Dry,2010,2009-10-11,10,719.3320638399999
-16.8481219,145.8378942,Fairlead Buoy,AIMS,Wet Tropics,Barron Daintree,Dry,2013,2013-06-19,6,880.22817687
-16.8481666,145.8371,Fairlead Buoy,AIMS,Wet Tropics,Barron Daintree,Dry,2008,2008-08-07,8,747.3495530174999
-16.8481667,145.8365,Fairlead Buoy,AIMS,Wet Tropics,Barron Daintree,Wet,2018,2018-03-01,3,1126.8501900074998
-16.8481667,145.8366667,Fairlead Buoy,AIMS,Wet Tropics,Barron Daintree,Wet,2019,2019-02-08,2,1078.4877183424999
-16.8481667,145.8366667,Fairlead Buoy,AIMS,Wet Tropics,Barron Daintree,Dry,2022,2021-10-04,10,1022.3763200000001
-16.8481762,145.8364877,Fairlead Buoy,AIMS,Wet Tropics,Barron Daintree,Wet,2010,2010-03-03,3,922.1544340749999
-16.8481795,145.8369245,Fairlead Buoy,AIMS,Wet Tropics,Barron Daintree,Wet,2015,2015-02-18,2,965.5681635474999
-16.8482551,145.8387941,Fairlead Buoy,AIMS,Wet Tropics,Barron Daintree,Dry,2011,2010-10-07,10,825.8474435174999
-16.8482833,145.8377,Fairlead Buoy,AIMS,Wet Tropics,Barron Daintree,Wet,2020,2020-02-04,2,988.4051883149999
-16.8483333,145.8366667,Fairlead Buoy,AIMS,Wet Tropics,Barron Daintree,Dry,2007,2006-10-30,10,742.2519044525
-16.8483333,145.8383333,Fairlead Buoy,AIMS,Wet Tropics,Barron Daintree,Dry,2020,2020-09-30,9,1000.03586
-16.8484167,145.837,Fairlead Buoy,AIMS,Wet Tropics,Barron Daintree,Dry,2022,2022-06-09,6,923.28557
-16.8484863,145.8355001,Fairlead Buoy,AIMS,Wet Tropics,Barron Daintree,Dry,2014,2013-10-12,10,758.4631811799999
-16.84855,145.83685,Fairlead Buoy,AIMS,Wet Tropics,Barron Daintree,Wet,2016,2015-11-01,11,852.56468189
-16.8486667,145.8381667,Fairlead Buoy,AIMS,Wet Tropics,Barron Daintree,Dry,2016,2016-06-25,6,866.7627648799998
-16.8486667,145.8383333,Fairlead Buoy,AIMS,Wet Tropics,Barron Daintree,Dry,2018,2018-05-31,5,867.8341160525
-16.8486753,145.8376688,Fairlead Buoy,AIMS,Wet Tropics,Barron Daintree,Dry,2010,2010-06-26,6,878.7362605325
-16.8487892,145.8370779,Fairlead Buoy,AIMS,Wet Tropics,Barron Daintree,Dry,2013,2012-10-12,10,1012.7390839574999
-16.8488333,145.8356333,Fairlead Buoy,AIMS,Wet Tropics,Barron Daintree,Dry,2021,2021-06-12,6,908.451985
-16.8488333,145.836,Fairlead Buoy,AIMS,Wet Tropics,Barron Daintree,Wet,2022,2022-02-13,2,921.2136724999999
-16.8489333,145.83755,Fairlead Buoy,AIMS,Wet Tropics,Barron Daintree,Wet,2006,2006-01-24,1,749.2157621424999
-16.849,145.8371667,Fairlead Buoy,AIMS,Wet Tropics,Barron Daintree,Dry,2017,2017-06-21,6,977.1857432425
-16.8490006,145.8373429,Fairlead Buoy,AIMS,Wet Tropics,Barron Daintree,Dry,2012,2011-10-02,10,969.0859452274999
-16.8490704,145.8371065,Fairlead Buoy,AIMS,Wet Tropics,Barron Daintree,Wet,2013,2013-02-15,2,910.891599265
-16.8491086,145.8382354,Fairlead Buoy,AIMS,Wet Tropics,Barron Daintree,Wet,2009,2009-02-25,2,872.8855222674999
-16.8491667,145.8375,Fairlead Buoy,AIMS,Wet Tropics,Barron Daintree,Dry,2005,2005-09-18,9,663.17391268
-16.8492707,145.8387691,Fairlead Buoy,AIMS,Wet Tropics,Barron Daintree,Wet,2014,2014-02-05,2,900.61805047
-16.8493333,145.8381667,Fairlead Buoy,AIMS,Wet Tropics,Barron Daintree,Dry,2017,2016-10-24,10,994.166024245
-16.8493333,145.8383333,Fairlead Buoy,AIMS,Wet Tropics,Barron Daintree,Wet,2019,2018-11-01,11,805.7379066574999
-16.8495,145.8381667,Fairlead Buoy,AIMS,Wet Tropics,Barron Daintree,Wet,2016,2016-02-26,2,870.8929574225
-16.85,145.8383333,Fairlead Buoy,AIMS,Wet Tropics,Barron Daintree,Dry,2020,2020-07-15,7,898.3227183424999
-16.8502754,145.8377519,Fairlead Buoy,AIMS,Wet Tropics,Barron Daintree,Dry,2012,2012-06-07,6,1050.4347666875
-16.8505,145.8375,Fairlead Buoy,AIMS,Wet Tropics,Barron Daintree,Wet,2017,2017-02-11,2,1152.111995455
-16.8514019,145.8351263,Fairlead Buoy,AIMS,Wet Tropics,Barron Daintree,Dry,2011,2011-06-21,6,932.8174695724998
-16.919,145.9973333,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Dry,2022,2021-10-02,10,909.5029474999998
-16.9193333,145.9966667,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Wet,2019,2019-02-07,2,785.7195933424998
-16.92,145.995,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Wet,2021,2021-02-14,2,1356.8526425
-16.92,145.9971833,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Wet,2016,2016-03-31,3,989.8459978474999
-16.92005,145.9972333,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Wet,2021,2021-04-07,4,1049.2509325
-16.9200833,145.9970333,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Dry,2020,2019-10-09,10,895.8204066574999
-16.9202167,145.9968833,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Dry,2019,2018-10-09,10,933.3547816574999
-16.92025,145.9969,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Wet,2022,2021-12-09,12,938.5995949999999
-16.92025,145.9972167,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Dry,2017,2017-09-27,9,1089.1416855349999
-16.9202667,145.9976333,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Wet,2017,2016-12-18,12,1151.8099488325
-16.9202833,145.99695,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Wet,2019,2019-03-07,3,1000.9166566575
-16.92031,145.9961,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Wet,2015,2015-03-27,3,901.7569635174999
-16.9203198,145.9970105,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Wet,2015,2015-02-20,2,914.9254936149999
-16.92035,145.9972,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Wet,2020,2020-03-05,3,905.8295933425
-16.9203667,145.9967167,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Wet,2018,2018-02-12,2,941.44692266
-16.9203667,145.9969833,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Wet,2017,2017-04-26,4,1443.433515615
-16.9203833,145.9969333,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Wet,2022,2022-03-29,3,987.4843649999999
-16.9204,145.9970833,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Wet,2020,2019-12-05,12,873.299811685
-16.9204,145.9972,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Dry,2021,2020-10-20,10,937.6086874999999
-16.92045,145.99665,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Dry,2017,2016-10-12,10,1059.17514136
-16.9205,145.9965,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Wet,2022,2022-02-12,2,912.2654775
-16.920544466666666,145.99690553333335,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Dry,2008,2007-10-12,10,588.9324453994107
-16.9205833,145.9962167,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Wet,2016,2015-12-11,12,818.6268206749999
-16.9205833,145.9969667,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Wet,2020,2020-02-03,2,848.2768449724999
-16.9206,145.9968833,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Wet,2020,2020-04-12,4,1050.9625
-16.9206333,145.99705,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Wet,2021,2020-12-08,12,970.5788825
-16.9206333,145.9971667,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Dry,2016,2015-10-22,10,815.2207112675
-16.9206483,145.99685,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Dry,2016,2016-07-05,7,1051.83858234
-16.9206483,145.99685,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Wet,2018,2017-12-07,12,979.8695711649998
-16.92065,145.9967,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Dry,2015,2015-07-26,7,1417.12600248
-16.92065,145.9968333,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Dry,2018,2018-05-10,5,1341.4208196175
-16.9206667,145.99685,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Dry,2017,2017-05-12,5,1235.9942070624998
-16.9206833,145.99685,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Wet,2018,2018-04-20,4,872.0784431225
-16.9207167,145.9967333,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Dry,2019,2019-05-27,5,890.8158133150001
-16.9207167,145.9968667,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Wet,2019,2018-12-04,12,863.2906249999999
-16.9207167,145.997,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Dry,2022,2022-06-08,6,847.1658575
-16.9208167,145.9965667,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Wet,2017,2017-03-07,3,1091.8090583875
-16.920861133333332,145.99687219999998,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Dry,2008,2008-08-06,8,704.60475517075
-16.920866733333334,145.99614833333334,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Dry,2009,2008-10-10,10,644.0485249876785
-16.9208888,145.99694833333334,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Wet,2009,2009-02-25,2,781.5931878683
-16.920912525,145.997062475,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Wet,2011,2011-02-11,2,910.8442270802666
-16.92105,145.99597219999998,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Wet,2008,2008-03-27,3,811.3475293523124
-16.92106485,145.997032475,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Dry,2013,2013-06-21,6,865.7733435267679
-16.921105725,145.99658697499999,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Wet,2012,2012-02-19,2,806.9707417213332
-16.921142175,145.99649607499998,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Wet,2013,2013-02-17,2,859.9135243023213
-16.921166325,145.9967081,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Dry,2013,2012-10-11,10,882.8032115138036
-16.9211667,145.9967,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Dry,2021,2021-06-12,6,891.2162
-16.9211667,145.9971667,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Wet,2016,2016-02-28,2,1033.6329691449998
-16.92118575,145.9963052,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Dry,2010,2009-10-10,10,677.1965449874999
-16.921273874999997,145.996705325,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Dry,2009,2009-06-14,6,689.876472109125
-16.9212942,145.997402825,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Wet,2010,2010-03-03,3,1078.9308482353906
-16.9213125,145.996499975,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Dry,2011,2011-06-22,6,915.6287544804
-16.92135915,145.996657625,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Dry,2014,2013-10-11,10,819.0793737067858
-16.9213854,145.9965515,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Dry,2014,2014-09-23,9,743.9193184440893
-16.921405800000002,145.996474175,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Dry,2012,2012-06-09,6,894.0973169623036
-16.921407600000002,145.996546325,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Dry,2010,2010-06-28,6,842.6148755246093
-16.92143293333333,145.99630473333332,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Dry,2012,2011-10-03,10,862.4056875502499
-16.921455933333334,145.99660473333333,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Dry,2011,2010-10-08,10,824.6842180611785
-16.9214967,145.99656725,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Wet,2014,2014-02-06,2,848.9510981641923
-16.921546125,145.996623425,Fitzroy West,AIMS,Wet Tropics,Johnstone Russell Mulgrave,Dry,2014,2014-07-02,7,809.43226505125
-17.0674,145.9938833,RM3,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2016,2016-03-31,3,1125.0358684025
-17.06775,145.9942333,RM3,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2019,2019-03-07,3,1025.939563315
-17.0681833,145.9949167,RM3,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2016,2015-10-22,10,871.630042465
-17.0682833,145.9941833,RM3,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2017,2016-10-12,10,1045.80701847
-17.0683333,145.9933333,RM3,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2021,2021-02-14,2,1253.70818
-17.0683333,145.9936667,RM3,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2022,2021-10-02,10,868.3052174999999
-17.0688,145.9931667,RM3,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2015,2015-07-26,7,1166.61593856
-17.0688167,145.9942,RM3,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2022,2021-12-09,12,845.7845924999999
-17.0689,145.9938,RM3,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2022,2022-03-29,3,1003.8793799999997
-17.0689,145.9941,RM3,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2021,2021-04-07,4,1108.4651625000001
-17.0689167,145.99445,RM3,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2020,2020-03-05,3,945.8662499999999
-17.0689833,145.9937333,RM3,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2018,2018-05-10,5,1203.8856211475
-17.0689833,145.9938333,RM3,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2020,2020-04-11,4,1101.0083433424998
-17.069,145.994,RM3,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2022,2022-02-11,2,924.60678
-17.069,145.9941833,RM3,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2019,2018-12-04,12,865.7929366849999
-17.069,145.9942167,RM3,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2017,2016-12-18,12,1142.9495842699998
-17.06905,145.9938333,RM3,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2019,2019-05-27,5,1020.935
-17.06905,145.9943833,RM3,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2020,2019-12-05,12,843.272311685
-17.06907,145.99417,RM3,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2015,2015-03-27,3,921.7381928699999
-17.0690833,145.9939667,RM3,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2018,2018-04-20,4,933.1109283299999
-17.0691,145.9939967,RM3,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2016,2016-07-05,7,1193.2750436924998
-17.0691,145.9939967,RM3,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2018,2017-12-07,12,937.7463635875
-17.0691,145.9940333,RM3,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2017,2017-05-12,5,1376.51753214
-17.06915,145.9945167,RM3,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2021,2020-10-20,10,935.6569
-17.0691833,145.9941,RM3,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2016,2015-12-11,12,927.2229259374999
-17.0693333,145.9938333,RM3,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2016,2016-02-28,2,959.338328095
-17.0694167,145.99475,RM3,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2022,2022-06-07,6,921.063535
-17.0695833,145.9941667,RM3,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2017,2017-04-26,4,1599.9997832549998
-17.06965,145.9942667,RM3,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2017,2017-03-07,3,1289.7984124149998
-17.0698333,145.9933333,RM3,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2019,2019-02-07,2,975.8937199724999
-17.0699333,146.00115,RM3,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2021,2020-12-08,12,1058.0189625
-17.0700333,145.9941667,RM3,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2018,2018-02-12,2,919.5793957849999
-17.0701,145.9941333,RM3,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2021,2021-06-11,6,896.1707374999999
-17.0701333,145.9942,RM3,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2017,2017-09-27,9,1095.6102396124998
-17.0702,145.9939167,RM3,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2019,2018-10-09,10,908.331875
-17.0711,145.9937667,RM3,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2020,2019-10-09,10,910.8341566575
-17.0735667,145.9943,RM3,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2020,2020-02-03,2,908.3318749999999
-17.1505,145.9983333,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2007,2006-10-29,10,689.3451309924999
-17.1506667,145.9985,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2007,2007-04-17,4,726.0636588174999
-17.151,145.999,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2005,2005-09-18,9,621.1128770412499
-17.15325,145.9988333,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2006,2006-01-27,1,694.8270114474999
-17.16021,146.00218,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2015,2015-03-27,3,963.5749681249999
-17.1616625,146.003996675,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2011,2011-02-11,2,998.0568464292611
-17.1616667,146.005,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2021,2021-02-14,2,1019.85401
-17.1620375,146.0063717,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2008,2008-03-27,3,830.5513214566666
-17.1621167,146.00486742500001,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2009,2009-02-24,2,905.7751186531001
-17.1621833,146.0042167,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2019,2019-03-07,3,1043.455625
-17.1622,146.0046667,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2017,2017-03-07,3,1317.431759785
-17.16220175,146.006010875,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2014,2014-07-02,7,942.2109782361806
-17.1622167,146.0026,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2017,2016-12-18,12,1201.8089192475
-17.1622667,146.0042167,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2016,2016-03-31,3,1121.0272572075
-17.162318075,146.00456225,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2012,2012-06-06,6,942.6826276855554
-17.162349425,146.00515205,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2009,2008-10-10,10,664.6258326877748
-17.16238595,146.0054144,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2012,2012-02-18,2,1112.6514441604374
-17.1625,146.0048167,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2020,2019-10-09,10,910.8341566575
-17.1625333,146.0044833,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2017,2017-04-26,4,1545.9984173375
-17.162575025000002,146.00507165,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2008,2008-08-05,8,728.5053077458999
-17.16259475,146.005043,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2014,2014-09-23,9,843.3541565498407
-17.16263,146.00566880000002,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2014,2014-02-06,2,994.2767881856249
-17.16265,146.0047,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2021,2020-12-08,12,936.9180549999999
-17.16266585,146.00541702499999,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2013,2013-06-21,6,830.9459403593748
-17.1626667,146.00495,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2017,2017-09-27,9,1185.5038666374999
