ID,TimeOfDay,Date,StartDate,Mass,Day,TOD,Dist_moved,Dist
B80,09:41:25,5/04/2018,23-Mar-18,0.067,13,0.445428241,6442.56,80.2655592393151
B46,09:41:25,5/04/2018,23-Mar-18,0.09,13,0.445428241,886.538,29.774787992528175
B8,09:41:25,5/04/2018,23-Mar-18,0.088,13,0.445428241,3118.52,55.84371047844153
B32,09:41:25,5/04/2018,23-Mar-18,0.091,13,0.445428241,5260.54,72.52958017250617
B34,09:41:25,5/04/2018,23-Mar-18,0.078,13,0.445428241,1668.34,40.84531796913815
B2,09:41:25,5/04/2018,23-Mar-18,0.071,13,0.445428241,1061.91,32.586960582417014
B70,10:15:32,5/04/2018,23-Mar-18,0.066,13,0.46912037,5691.25,75.44037380607283
B56,10:15:32,5/04/2018,23-Mar-18,0.075,13,0.46912037,6851.56,82.77415055438503
B76,10:15:32,5/04/2018,23-Mar-18,0.064,13,0.46912037,6120.67,78.23471096642461
B10,10:15:32,5/04/2018,23-Mar-18,0.095,13,0.46912037,3075.41,55.45637925432925
B4,10:15:32,5/04/2018,23-Mar-18,0.106,13,0.46912037,7025.95,83.82094010448702
B6,10:15:32,5/04/2018,23-Mar-18,0.104,13,0.46912037,3640.63,60.33763336426115
B24,10:15:32,5/04/2018,23-Mar-18,0.063,13,0.46912037,4948.88,70.34827645365593
B72,11:00:58,5/04/2018,23-Mar-18,0.079,13,0.500671296,6326.99,79.5423786418284
B16,11:00:58,5/04/2018,23-Mar-18,0.089,13,0.500671296,4937.94,70.27047744252205
B64,11:00:58,5/04/2018,23-Mar-18,0.096,13,0.500671296,1923.42,43.856812469672256
B14,11:00:58,5/04/2018,23-Mar-18,0.072,13,0.500671296,4913.23,70.09443629846808
B74,11:00:58,5/04/2018,23-Mar-18,0.08,13,0.500671296,5693.16,75.45303174823394
B18,11:31:58,5/04/2018,23-Mar-18,0.066,13,0.522199074,4826.28,69.47143297787947
B58,11:31:58,5/04/2018,23-Mar-18,0.081,13,0.522199074,6914.98,83.15635874664065
B30,11:31:58,5/04/2018,23-Mar-18,0.095,13,0.522199074,855.457,29.24819652559795
B62,11:31:58,5/04/2018,23-Mar-18,0.067,13,0.522199074,6219.48,78.86367985327593
B28,11:31:58,5/04/2018,23-Mar-18,0.083,13,0.522199074,4813.12,69.37665313345694
B50,11:31:58,5/04/2018,23-Mar-18,0.096,13,0.522199074,1397.35,37.38114497978894
B8,08:30:43,6/04/2018,23-Mar-18,0.088,14,0.396331019,2580.85,50.8020668870864
B50,08:30:43,6/04/2018,23-Mar-18,0.096,14,0.396331019,850.327,29.160366938706378
B52,08:30:43,6/04/2018,23-Mar-18,0.096,14,0.396331019,4572.42,67.61967169396787
B62,08:30:43,6/04/2018,23-Mar-18,0.067,14,0.396331019,5108.85,71.47621982170014
B66,08:30:43,6/04/2018,23-Mar-18,0.081,14,0.396331019,5606.34,74.87549665945463
B78,08:30:43,6/04/2018,23-Mar-18,0.08,14,0.396331019,4075.54,63.83995614033581
B54,08:30:43,6/04/2018,23-Mar-18,0.064,14,0.396331019,3728.85,61.064310362109225
B34,08:30:43,6/04/2018,23-Mar-18,0.078,14,0.396331019,2560.33,50.599703556443885
B2,08:30:43,6/04/2018,23-Mar-18,0.071,14,0.396331019,1132.21,33.648328338864026
B24,08:30:43,6/04/2018,23-Mar-18,0.063,14,0.396331019,3419.07,58.47281419600052
B58,09:06:04,6/04/2018,23-Mar-18,0.081,14,0.42087963,5645.42,75.13601000851722
B28,09:06:04,6/04/2018,23-Mar-18,0.083,14,0.42087963,4698.63,68.54655352386435
B70,09:06:04,6/04/2018,23-Mar-18,0.066,14,0.42087963,6411.44,80.07146807696235
B40,09:45:27,6/04/2018,23-Mar-18,0.099,14,0.448229167,751.767,27.418369754600658
B56,09:45:27,6/04/2018,23-Mar-18,0.075,14,0.448229167,7078.01,84.13090989642274
B74,09:45:27,6/04/2018,23-Mar-18,0.08,14,0.448229167,6869.95,82.8851615188147
B14,09:45:27,6/04/2018,23-Mar-18,0.072,14,0.448229167,5687.37,75.41465374845926
B32,10:17:32,6/04/2018,23-Mar-18,0.091,14,0.470509259,6960.27,83.42823263140602
B38,10:17:32,6/04/2018,23-Mar-18,0.078,14,0.470509259,6995.03,83.63629594858921
B20,10:17:32,6/04/2018,23-Mar-18,0.085,14,0.470509259,6446.91,80.2926522167502
B48,10:17:32,6/04/2018,23-Mar-18,0.114,14,0.470509259,2038.28,45.14731442732779
B36,10:17:32,6/04/2018,23-Mar-18,0.093,14,0.470509259,5746.44,75.805276861179
B30,10:52:17,6/04/2018,23-Mar-18,0.095,14,0.494641204,862.677,29.371363604708584
B46,10:52:17,6/04/2018,23-Mar-18,0.09,14,0.494641204,3324.32,57.65691632406298
B68,10:52:17,6/04/2018,23-Mar-18,0.075,14,0.494641204,6104.18,78.12925188429747
B60,10:52:17,6/04/2018,23-Mar-18,0.086,14,0.494641204,6466.88,80.4169136438349
B12,10:52:17,6/04/2018,23-Mar-18,0.094,14,0.494641204,1367.73,36.982833855722845
B44,10:52:17,6/04/2018,23-Mar-18,0.062,14,0.494641204,5754.11,75.85585013695383
B76,11:23:46,6/04/2018,23-Mar-18,0.064,14,0.51650463,3782.76,61.504146201699285
B72,11:23:46,6/04/2018,23-Mar-18,0.079,14,0.51650463,3617.41,60.144908346426135
B26,11:23:46,6/04/2018,23-Mar-18,0.116,14,0.51650463,1523.21,39.02832304878087
B22,11:23:46,6/04/2018,23-Mar-18,0.089,14,0.51650463,1045.76,32.33821269025238
B80,11:23:46,6/04/2018,23-Mar-18,0.067,14,0.51650463,6655.3,81.58002206422844
B4,11:23:46,6/04/2018,23-Mar-18,0.106,14,0.51650463,7350.7,85.73622338311853
B16,11:23:46,6/04/2018,23-Mar-18,0.089,14,0.51650463,6165.21,78.51885123968638
B6,12:04:26,6/04/2018,23-Mar-18,0.104,14,0.54474537,1492.69,38.635346510675944
B42,12:04:26,6/04/2018,23-Mar-18,0.083,14,0.54474537,982.853,31.35048643960728
B64,12:04:26,6/04/2018,23-Mar-18,0.096,14,0.54474537,2703.2,51.99230712326584
B18,12:04:26,6/04/2018,23-Mar-18,0.066,14,0.54474537,4399.56,66.32917909939788
B10,12:04:26,6/04/2018,23-Mar-18,0.095,14,0.54474537,2320.75,48.17416319978999
B22,08:31:22,8/04/2018,23-Mar-18,0.089,16,0.396782407,1140.49,33.77114152645717
B38,08:31:22,8/04/2018,23-Mar-18,0.078,16,0.396782407,6312.06,79.44847386828775
B54,08:31:22,8/04/2018,23-Mar-18,0.064,16,0.396782407,2036.77,45.130588296630926
B44,08:31:22,8/04/2018,23-Mar-18,0.062,16,0.396782407,5966.54,77.24338159350611
B12,08:31:22,8/04/2018,23-Mar-18,0.094,16,0.396782407,1622.3,40.2777854406123
B46,09:03:56,8/04/2018,23-Mar-18,0.09,16,0.419398148,1201.82,34.66727563567694
B24,09:03:56,8/04/2018,23-Mar-18,0.063,16,0.419398148,4855.62,69.68227895239937
B4,09:03:56,8/04/2018,23-Mar-18,0.106,16,0.419398148,7584.6,87.0896090242688
B50,09:03:56,8/04/2018,23-Mar-18,0.096,16,0.419398148,1318.14,36.306197818003476
B58,09:03:56,8/04/2018,23-Mar-18,0.081,16,0.419398148,6432.51,80.20293012103735
B34,09:03:56,8/04/2018,23-Mar-18,0.078,16,0.419398148,2936.27,54.187360149761865
B36,09:03:56,8/04/2018,23-Mar-18,0.093,16,0.419398148,7998.74,89.43567520849831
B78,09:38:50,8/04/2018,23-Mar-18,0.08,16,0.443634259,4314.85,65.68751784014982
B40,09:38:50,8/04/2018,23-Mar-18,0.099,16,0.443634259,474.202,21.776179646577127
B74,09:38:50,8/04/2018,23-Mar-18,0.08,16,0.443634259,6612.3,81.31605007623034
B48,09:38:50,8/04/2018,23-Mar-18,0.114,16,0.443634259,2650.13,51.479413361070854
B62,09:38:50,8/04/2018,23-Mar-18,0.067,16,0.443634259,5328.26,72.99493133088077
B32,09:38:50,8/04/2018,23-Mar-18,0.091,16,0.443634259,5407.66,73.53679351181964
B8,09:38:50,8/04/2018,23-Mar-18,0.088,16,0.443634259,2579.11,50.784938712181194
B20,09:38:50,8/04/2018,23-Mar-18,0.085,16,0.443634259,10238.8,101.18695568105603
B76,10:16:37,8/04/2018,23-Mar-18,0.064,16,0.469872685,5579.53,74.69625157931287
B42,10:16:37,8/04/2018,23-Mar-18,0.083,16,0.469872685,1661.3,40.75904807524336
B66,10:16:37,8/04/2018,23-Mar-18,0.081,16,0.469872685,4358.34,66.01772489263773
B64,10:16:37,8/04/2018,23-Mar-18,0.096,16,0.469872685,2420.03,49.19380042241095
B30,10:16:37,8/04/2018,23-Mar-18,0.095,16,0.469872685,5234.4,72.34915341591773
B16,10:16:37,8/04/2018,23-Mar-18,0.089,16,0.469872685,4237.74,65.09792623425112
B60,10:50:58,8/04/2018,23-Mar-18,0.086,16,0.493726852,6823.42,82.60399506077172
B72,10:50:58,8/04/2018,23-Mar-18,0.079,16,0.493726852,5528.95,74.35690956461275
B70,10:50:58,8/04/2018,23-Mar-18,0.066,16,0.493726852,4139.71,64.3405781758293
B6,10:50:58,8/04/2018,23-Mar-18,0.104,16,0.493726852,4707.48,68.61107782275396
B68,10:50:58,8/04/2018,23-Mar-18,0.075,16,0.493726852,3951.72,62.862707545889236
B10,10:50:58,8/04/2018,23-Mar-18,0.095,16,0.493726852,2053.02,45.31026373792145
B18,10:50:58,8/04/2018,23-Mar-18,0.066,16,0.493726852,5800.66,76.16206404766089
B56,11:27:44,8/04/2018,23-Mar-18,0.075,16,0.519259259,7973.68,89.29546461047168
B14,11:27:44,8/04/2018,23-Mar-18,0.072,16,0.519259259,5732.68,75.71446361165084
B2,11:27:44,8/04/2018,23-Mar-18,0.071,16,0.519259259,790.566,28.117005530461455
B28,12:01:35,8/04/2018,23-Mar-18,0.083,16,0.542766204,4215.63,64.92788307037277
B80,12:01:35,8/04/2018,23-Mar-18,0.067,16,0.542766204,4309.17,65.64426859977952
B26,12:01:35,8/04/2018,23-Mar-18,0.116,16,0.542766204,2163.52,46.513653909363
B52,12:01:35,8/04/2018,23-Mar-18,0.096,16,0.542766204,1132.29,33.64951708420197
B78,08:17:56,9/04/2018,23-Mar-18,0.08,17,0.387453704,3469.34,58.90110355502688
B22,08:17:56,9/04/2018,23-Mar-18,0.089,17,0.387453704,1645.43,40.56390020695742
B54,08:17:56,9/04/2018,23-Mar-18,0.064,17,0.387453704,1752.2,41.85928809714757
B24,08:17:56,9/04/2018,23-Mar-18,0.063,17,0.387453704,4107.03,64.08611394054097
B20,08:17:56,9/04/2018,23-Mar-18,0.085,17,0.387453704,9090.47,95.34395628460149
B12,08:50:35,9/04/2018,23-Mar-18,0.094,17,0.410127315,1597.25,39.96561021678513
B26,08:50:35,9/04/2018,23-Mar-18,0.116,17,0.410127315,1441.14,37.962349769212125
B64,08:50:35,9/04/2018,23-Mar-18,0.096,17,0.410127315,2384.65,48.83287826864192
B4,08:50:35,9/04/2018,23-Mar-18,0.106,17,0.410127315,6541.65,80.88046735770016
B30,08:50:35,9/04/2018,23-Mar-18,0.095,17,0.410127315,3804.38,61.67965628957412
B80,08:50:35,9/04/2018,23-Mar-18,0.067,17,0.410127315,7020.03,83.78561929114089
B2,08:50:35,9/04/2018,23-Mar-18,0.071,17,0.410127315,1370.66,37.02242563636262
B76,09:23:15,9/04/2018,23-Mar-18,0.064,17,0.4328125,4323.58,65.7539352434514
B68,09:23:15,9/04/2018,23-Mar-18,0.075,17,0.4328125,3979.17,63.0806626471219
B56,09:23:15,9/04/2018,23-Mar-18,0.075,17,0.4328125,6990.74,83.61064525525443
B62,09:23:15,9/04/2018,23-Mar-18,0.067,17,0.4328125,7187.35,84.77824013271331
B72,09:23:15,9/04/2018,23-Mar-18,0.079,17,0.4328125,6061.93,77.85839710654209
B28,09:23:15,9/04/2018,23-Mar-18,0.083,17,0.4328125,3986.44,63.1382609833372
B42,10:00:20,9/04/2018,23-Mar-18,0.083,17,0.458564815,1576.08,39.699874055215844
B34,10:00:20,9/04/2018,23-Mar-18,0.078,17,0.458564815,4007.34,63.30355440257679
B10,10:00:20,9/04/2018,23-Mar-18,0.095,17,0.458564815,2055.28,45.335196040162884
B38,10:00:20,9/04/2018,23-Mar-18,0.078,17,0.458564815,6689.25,81.78783528129351
B40,10:00:20,9/04/2018,23-Mar-18,0.099,17,0.458564815,1049.24,32.391974314635405
B44,10:00:20,9/04/2018,23-Mar-18,0.062,17,0.458564815,5789.74,76.09034104273682
B70,10:00:20,9/04/2018,23-Mar-18,0.066,17,0.458564815,4691.89,68.49737221237031
B58,10:00:20,9/04/2018,23-Mar-18,0.081,17,0.458564815,6949.56,83.36402101626337
B66,10:00:20,9/04/2018,23-Mar-18,0.081,17,0.458564815,3699.63,60.82458384567872
B60,10:32:32,9/04/2018,23-Mar-18,0.086,17,0.480925926,7506.93,86.64254151396992
B52,10:32:32,9/04/2018,23-Mar-18,0.096,17,0.480925926,2081.52,45.623678063040906
B36,10:32:32,9/04/2018,23-Mar-18,0.093,17,0.480925926,6997.16,83.64902868533501
B74,10:32:32,9/04/2018,23-Mar-18,0.08,17,0.480925926,6136.06,78.33300709151922
B50,11:12:13,9/04/2018,23-Mar-18,0.096,17,0.508483796,1408.65,37.5319863583051
B6,11:12:13,9/04/2018,23-Mar-18,0.104,17,0.508483796,4224.82,64.99861536986768
B14,11:12:13,9/04/2018,23-Mar-18,0.072,17,0.508483796,4950.37,70.35886582371833
B48,11:44:16,9/04/2018,23-Mar-18,0.114,17,0.530740741,1479.73,38.46725880537889
B46,11:44:16,9/04/2018,23-Mar-18,0.09,17,0.530740741,2114.42,45.982822879853735
B18,11:44:16,9/04/2018,23-Mar-18,0.066,17,0.530740741,5956.38,77.17758742018307
B8,11:44:16,9/04/2018,23-Mar-18,0.088,17,0.530740741,4313.06,65.67389131154023
B32,11:44:16,9/04/2018,23-Mar-18,0.091,17,0.530740741,3213.68,56.68932880181242
B16,11:44:16,9/04/2018,23-Mar-18,0.089,17,0.530740741,5963.99,77.22687356095675
B20,08:20:22,10/04/2018,23-Mar-18,0.085,18,0.389143519,5682.75,75.38401687360525
B44,08:20:22,10/04/2018,23-Mar-18,0.062,18,0.389143519,5554.53,74.52871929665771
B28,08:20:22,10/04/2018,23-Mar-18,0.083,18,0.389143519,5340.41,73.07810889726143
B8,08:20:22,10/04/2018,23-Mar-18,0.088,18,0.389143519,3335,57.74945887192364
B26,08:20:22,10/04/2018,23-Mar-18,0.116,18,0.389143519,1372.93,37.053070048242965
B30,08:20:22,10/04/2018,23-Mar-18,0.095,18,0.389143519,5856.2,76.52581263861234
B74,08:53:04,10/04/2018,23-Mar-18,0.08,18,0.411851852,5183.04,71.99333302466277
B48,08:53:04,10/04/2018,23-Mar-18,0.114,18,0.411851852,1393.36,37.327737675889225
B40,08:53:04,10/04/2018,23-Mar-18,0.099,18,0.411851852,563.405,23.73615385861829
B56,08:53:04,10/04/2018,23-Mar-18,0.075,18,0.411851852,7483.46,86.50699393690662
B60,08:53:04,10/04/2018,23-Mar-18,0.086,18,0.411851852,7110.58,84.32425511085171
B54,08:53:04,10/04/2018,23-Mar-18,0.064,18,0.411851852,4126.03,64.23418093196176
B24,08:53:04,10/04/2018,23-Mar-18,0.063,18,0.411851852,5190.51,72.04519414922831
B66,08:53:04,10/04/2018,23-Mar-18,0.081,18,0.411851852,5869.82,76.61475053800018
B10,09:27:22,10/04/2018,23-Mar-18,0.095,18,0.435671296,2814.66,53.053369355772304
B70,09:27:22,10/04/2018,23-Mar-18,0.066,18,0.435671296,5056.88,71.11174305274763
B78,09:27:22,10/04/2018,23-Mar-18,0.08,18,0.435671296,4200.33,64.80995293934413
B52,09:27:22,10/04/2018,23-Mar-18,0.096,18,0.435671296,1580.9,39.76053319562
B32,09:27:22,10/04/2018,23-Mar-18,0.091,18,0.435671296,5722.85,75.64952081804617
B42,09:27:22,10/04/2018,23-Mar-18,0.083,18,0.435671296,1890.72,43.482410236784254
B4,09:27:22,10/04/2018,23-Mar-18,0.106,18,0.435671296,7237.11,85.07120546930084
B46,10:02:58,10/04/2018,23-Mar-18,0.09,18,0.460393519,1059.52,32.55026881609428
B6,10:02:58,10/04/2018,23-Mar-18,0.104,18,0.460393519,5884.33,76.70938664857124
B22,10:02:58,10/04/2018,23-Mar-18,0.089,18,0.460393519,2765.17,52.584883759498794
B72,10:36:57,10/04/2018,23-Mar-18,0.079,18,0.483993056,6127.99,78.28147929108135
B12,10:36:57,10/04/2018,23-Mar-18,0.094,18,0.483993056,1423.52,37.729564004902045
B58,10:36:57,10/04/2018,23-Mar-18,0.081,18,0.483993056,6318.18,79.48698006592024
B14,10:36:57,10/04/2018,23-Mar-18,0.072,18,0.483993056,5225.65,72.2886574781964
B36,10:36:57,10/04/2018,23-Mar-18,0.093,18,0.483993056,5353.48,73.16747911469959
B68,11:10:28,10/04/2018,23-Mar-18,0.075,18,0.507268519,3992.54,63.1865492015508
B80,11:10:28,10/04/2018,23-Mar-18,0.067,18,0.507268519,7381.61,85.91629647511583
B64,11:10:28,10/04/2018,23-Mar-18,0.096,18,0.507268519,2308.58,48.047684647649774
B50,11:10:28,10/04/2018,23-Mar-18,0.096,18,0.507268519,3441.26,58.662253621898984
B34,11:42:43,10/04/2018,23-Mar-18,0.078,18,0.529664352,5777.3,76.0085521503995
B62,11:42:43,10/04/2018,23-Mar-18,0.067,18,0.529664352,5146.58,71.73966824567842
B76,11:42:43,10/04/2018,23-Mar-18,0.064,18,0.529664352,5917.67,76.92639339004526
B2,11:42:43,10/04/2018,23-Mar-18,0.071,18,0.529664352,632.306,25.14569545667807
B18,11:42:43,10/04/2018,23-Mar-18,0.066,18,0.529664352,6290.43,79.31223108701457
B16,11:42:43,10/04/2018,23-Mar-18,0.089,18,0.529664352,5549.2,74.4929526868146
B38,11:42:43,10/04/2018,23-Mar-18,0.078,18,0.529664352,8101.62,90.00899955004499
B68,08:26:07,11/04/2018,23-Mar-18,0.075,19,0.393136574,3995.55,63.21036307442001
B6,08:26:07,11/04/2018,23-Mar-18,0.104,19,0.393136574,3542.48,59.518736545729865
B74,08:26:07,11/04/2018,23-Mar-18,0.08,19,0.393136574,5779.45,76.02269398015305
B42,08:26:07,11/04/2018,23-Mar-18,0.083,19,0.393136574,1529.37,39.10716046966335
B48,08:26:07,11/04/2018,23-Mar-18,0.114,19,0.393136574,1530.81,39.125567088541985
B20,09:03:45,11/04/2018,23-Mar-18,0.085,19,0.419270833,7062.06,84.03606368696715
B56,09:03:45,11/04/2018,23-Mar-18,0.075,19,0.419270833,8236.14,90.75318176240434
B50,09:03:45,11/04/2018,23-Mar-18,0.096,19,0.419270833,4007.92,63.308135338201204
B62,09:03:45,11/04/2018,23-Mar-18,0.067,19,0.419270833,6749.81,82.1572273144609
B66,09:03:45,11/04/2018,23-Mar-18,0.081,19,0.419270833,7576.52,87.0432076614827
B70,09:03:45,11/04/2018,23-Mar-18,0.066,19,0.419270833,5263.47,72.54977601619457
B12,09:03:45,11/04/2018,23-Mar-18,0.094,19,0.419270833,2150.41,46.372513410424496
B76,09:03:45,11/04/2018,23-Mar-18,0.064,19,0.419270833,5586.21,74.74095262973306
B30,09:03:45,11/04/2018,23-Mar-18,0.095,19,0.419270833,5714.15,75.5919969308921
B38,09:03:45,11/04/2018,23-Mar-18,0.078,19,0.419270833,8071.13,89.8394679414343
B36,09:38:33,11/04/2018,23-Mar-18,0.093,19,0.4434375,6167.34,78.53241369014454
B46,09:38:33,11/04/2018,23-Mar-18,0.09,19,0.4434375,1188.05,34.468101195163044
B2,09:38:33,11/04/2018,23-Mar-18,0.071,19,0.4434375,798.785,28.262784717716688
B22,09:38:33,11/04/2018,23-Mar-18,0.089,19,0.4434375,3077.96,55.47936553350264
B18,09:38:33,11/04/2018,23-Mar-18,0.066,19,0.4434375,5533.84,74.38978424488137
B60,09:38:33,11/04/2018,23-Mar-18,0.086,19,0.4434375,7385.93,85.94143354634015
B34,09:38:33,11/04/2018,23-Mar-18,0.078,19,0.4434375,3160.03,56.214144127612585
B58,10:10:30,11/04/2018,23-Mar-18,0.081,19,0.465625,6766.64,82.25958910668105
B32,10:10:30,11/04/2018,23-Mar-18,0.091,19,0.465625,5908.09,76.86410085338929
B44,10:10:30,11/04/2018,23-Mar-18,0.062,19,0.465625,6454.39,80.3392183183282
B80,10:10:30,11/04/2018,23-Mar-18,0.067,19,0.465625,5085.53,71.31290205846345
B24,10:10:30,11/04/2018,23-Mar-18,0.063,19,0.465625,6478.33,80.48807365069685
B28,10:10:30,11/04/2018,23-Mar-18,0.083,19,0.465625,4373.48,66.13229165846289
B10,10:10:30,11/04/2018,23-Mar-18,0.095,19,0.465625,2257.74,47.515681621965605
B16,10:42:34,11/04/2018,23-Mar-18,0.089,19,0.487893519,4631.8,68.05732877508491
B8,10:42:34,11/04/2018,23-Mar-18,0.088,19,0.487893519,3922.97,62.633617171611604
B26,11:16:52,11/04/2018,23-Mar-18,0.116,19,0.511712963,2531.52,50.31421270376791
B78,11:16:52,11/04/2018,23-Mar-18,0.08,19,0.511712963,3559.62,59.66255106848851
B14,11:16:52,11/04/2018,23-Mar-18,0.072,19,0.511712963,4107.16,64.08712819279702
B54,11:16:52,11/04/2018,23-Mar-18,0.064,19,0.511712963,4882.63,69.87581842096735
B52,11:16:52,11/04/2018,23-Mar-18,0.096,19,0.511712963,3028.65,55.033171814824556
B72,11:58:15,11/04/2018,23-Mar-18,0.079,19,0.540451389,4307.14,65.6288046516162
B4,11:58:15,11/04/2018,23-Mar-18,0.106,19,0.540451389,7463.59,86.39207139547008
B64,11:58:15,11/04/2018,23-Mar-18,0.096,19,0.540451389,2715.75,52.11285829812063
B40,11:58:15,11/04/2018,23-Mar-18,0.099,19,0.540451389,1142.83,33.80576873848604
B12,08:16:18,12/04/2018,23-Mar-18,0.094,20,0.386319444,1753.12,41.870275852924586
B80,08:16:18,12/04/2018,23-Mar-18,0.067,20,0.386319444,4499.58,67.0789087567769
B62,08:51:42,12/04/2018,23-Mar-18,0.067,20,0.410902778,5862.61,76.56768247766155
B18,08:51:42,12/04/2018,23-Mar-18,0.066,20,0.410902778,6164.41,78.51375675637996
B30,08:51:42,12/04/2018,23-Mar-18,0.095,20,0.410902778,4458.78,66.77409677412342
B48,08:51:42,12/04/2018,23-Mar-18,0.114,20,0.410902778,1707.83,41.325899869210346
B44,08:51:42,12/04/2018,23-Mar-18,0.062,20,0.410902778,6022.79,77.60663631417097
B70,08:51:42,12/04/2018,23-Mar-18,0.066,20,0.410902778,4682.78,68.43084100023907
B42,08:51:42,12/04/2018,23-Mar-18,0.083,20,0.410902778,6461.08,80.38084348898063
B2,09:25:35,12/04/2018,23-Mar-18,0.071,20,0.43443287,991.656,31.49057001707019
B28,09:25:35,12/04/2018,23-Mar-18,0.083,20,0.43443287,4364.34,66.06315160511191
B68,09:25:35,12/04/2018,23-Mar-18,0.075,20,0.43443287,4293.92,65.52800927847572
B74,09:25:35,12/04/2018,23-Mar-18,0.08,20,0.43443287,4963.12,70.44941447592024
B56,09:58:48,12/04/2018,23-Mar-18,0.075,20,0.4575,5515.69,74.2676914950236
B24,09:58:48,12/04/2018,23-Mar-18,0.063,20,0.4575,6336.88,79.60452248459255
B36,09:58:48,12/04/2018,23-Mar-18,0.093,20,0.4575,5791.28,76.10045991976658
B40,09:58:48,12/04/2018,23-Mar-18,0.099,20,0.4575,645.627,25.40919125041173
B78,09:58:48,12/04/2018,23-Mar-18,0.08,20,0.4575,3152.08,56.14338785645198
B26,09:58:48,12/04/2018,23-Mar-18,0.116,20,0.4575,2683.86,51.80598421032072
B64,10:31:44,12/04/2018,23-Mar-18,0.096,20,0.48037037,1764.45,42.005356801246194
B66,10:31:44,12/04/2018,23-Mar-18,0.081,20,0.48037037,7935.43,89.08103052839027
B8,10:31:44,12/04/2018,23-Mar-18,0.088,20,0.48037037,2722.75,52.17997700267795
B34,10:31:44,12/04/2018,23-Mar-18,0.078,20,0.48037037,4598.09,67.80921766249777
B14,10:31:44,12/04/2018,23-Mar-18,0.072,20,0.48037037,6083.58,77.99730764584122
B72,10:31:44,12/04/2018,23-Mar-18,0.079,20,0.48037037,4484.53,66.96663348265314
B6,11:05:29,12/04/2018,23-Mar-18,0.104,20,0.50380787,1670.59,40.87285162549831
B22,11:05:29,12/04/2018,23-Mar-18,0.089,20,0.50380787,2875.63,53.62490093230942
B54,11:05:29,12/04/2018,23-Mar-18,0.064,20,0.50380787,3632.2,60.26773597871418
B46,11:05:29,12/04/2018,23-Mar-18,0.09,20,0.50380787,2774.01,52.66887126187536
B10,11:05:29,12/04/2018,23-Mar-18,0.095,20,0.50380787,3311.62,57.54667670682643
B52,11:05:29,12/04/2018,23-Mar-18,0.096,20,0.50380787,5676.89,75.34513919291675
B76,11:05:29,12/04/2018,23-Mar-18,0.064,20,0.50380787,5688.68,75.42333856307343
B20,11:05:29,12/04/2018,23-Mar-18,0.085,20,0.50380787,11833.9,108.78373040119557
B38,11:39:24,12/04/2018,23-Mar-18,0.078,20,0.527361111,6791.56,82.41092160630167
B16,11:39:24,12/04/2018,23-Mar-18,0.089,20,0.527361111,4242.07,65.13117533101948
B50,11:39:24,12/04/2018,23-Mar-18,0.096,20,0.527361111,1623.54,40.29317560083841
B60,11:39:24,12/04/2018,23-Mar-18,0.086,20,0.527361111,6800.8,82.46696308219431
B4,11:39:24,12/04/2018,23-Mar-18,0.106,20,0.527361111,5336.26,73.04970910277467
B32,11:39:24,12/04/2018,23-Mar-18,0.091,20,0.527361111,6158.52,78.47623844196407
B58,11:39:24,12/04/2018,23-Mar-18,0.081,20,0.527361111,7165.86,84.65140282357996
C49,09:02:43,24/04/2018,17-Apr-18,0.061,7,0.38,7367.24,85.83262782881577
C5,09:02:43,24/04/2018,17-Apr-18,0.067,7,0.38,5265.28,72.56224913823992
C35,09:02:43,24/04/2018,17-Apr-18,0.052,7,0.38,4859.91,69.7130547315207
C37,09:02:43,24/04/2018,17-Apr-18,0.087,7,0.38,2111.58,45.95193140663404
C23,09:02:43,24/04/2018,17-Apr-18,0.081,7,0.38,2803.65,52.949504246971
C9,09:02:43,24/04/2018,17-Apr-18,0.066,7,0.38,1230.65,35.08062143121185
C69,09:36:19,24/04/2018,17-Apr-18,0.074,7,0.4,5838.08,76.4073294913518
C45,09:36:19,24/04/2018,17-Apr-18,0.05,7,0.4,4098.15,64.01679467139853
C65,09:36:19,24/04/2018,17-Apr-18,0.071,7,0.4,3646.86,60.38923745171817
C55,09:36:19,24/04/2018,17-Apr-18,0.072,7,0.4,4606.29,67.86965448563886
C33,09:36:19,24/04/2018,17-Apr-18,0.08,7,0.4,5583.5,74.72282114588555
C63,09:36:19,24/04/2018,17-Apr-18,0.081,7,0.4,7418.23,86.12914721509786
C73,09:36:19,24/04/2018,17-Apr-18,0.082,7,0.4,2650.78,51.48572617726199
C51,09:36:19,24/04/2018,17-Apr-18,0.104,7,0.4,9037.05,95.06339989712129
C39,10:10:32,24/04/2018,17-Apr-18,0.071,7,0.42,7123.22,84.3991706120386
C47,10:10:32,24/04/2018,17-Apr-18,0.081,7,0.42,1773.17,42.10902516088446
C43,10:10:32,24/04/2018,17-Apr-18,0.064,7,0.42,2003.06,44.755558314023965
C19,10:10:32,24/04/2018,17-Apr-18,0.075,7,0.42,1648.43,40.60086205981346
C21,10:43:45,24/04/2018,17-Apr-18,0.096,7,0.45,1891.46,43.49091859227625
C67,10:43:45,24/04/2018,17-Apr-18,0.074,7,0.45,2246.04,47.39240445472249
C57,10:43:45,24/04/2018,17-Apr-18,0.1,7,0.45,2333.85,48.309936866032025
C1,10:43:45,24/04/2018,17-Apr-18,0.07,7,0.45,3157.97,56.19581834976692
