ID,TimeOfDay,Date,StartDate,Mass,Day,TOD,Dist_moved,Dist
C11,11:24:44,24/04/2018,17-Apr-18,0.066,7,0.48,3778.12,61.46641359311604
C41,11:24:44,24/04/2018,17-Apr-18,0.062,7,0.48,2249.53,47.42921040877658
C31,11:24:44,24/04/2018,17-Apr-18,0.076,7,0.48,7478.87,86.48046022079207
C27,11:24:44,24/04/2018,17-Apr-18,0.094,7,0.48,4406.5,66.38147331899165
C13,11:24:44,24/04/2018,17-Apr-18,0.079,7,0.48,4673.4,68.36227029582912
C15,11:24:44,24/04/2018,17-Apr-18,0.097,7,0.48,4468.71,66.84841060189838
C71,11:24:44,24/04/2018,17-Apr-18,0.062,7,0.48,5297.93,72.78688068601375
C59,12:04:17,24/04/2018,17-Apr-18,0.065,7,0.5,5913.77,76.901040305057
C53,12:04:17,24/04/2018,17-Apr-18,0.075,7,0.5,7316.78,85.53817861048948
C17,12:04:17,24/04/2018,17-Apr-18,0.083,7,0.5,3797.78,61.626130821267694
C25,12:04:17,24/04/2018,17-Apr-18,0.084,7,0.5,863.548,29.386187231418777
C77,12:04:17,24/04/2018,17-Apr-18,0.077,7,0.5,3081.54,55.51162040510077
C79,12:04:17,24/04/2018,17-Apr-18,0.084,7,0.5,2229.85,47.22128757244978
C29,12:04:17,24/04/2018,17-Apr-18,0.095,7,0.5,2686.4,51.83049295540223
C7,12:42:22,24/04/2018,17-Apr-18,0.122,7,0.53,2139.6,46.25581044582399
C75,12:42:22,24/04/2018,17-Apr-18,0.068,7,0.53,5213.65,72.20560920039384
C61,12:42:22,24/04/2018,17-Apr-18,0.075,7,0.53,2664.59,51.61966679474016
C3,12:42:22,24/04/2018,17-Apr-18,0.091,7,0.53,3874.63,62.24652600748093
C39,09:01:20,25/04/2018,17-Apr-18,0.071,8,0.38,6721.35,81.983839871038
C11,09:01:20,25/04/2018,17-Apr-18,0.066,8,0.38,2550.87,50.50613824081188
C63,09:01:20,25/04/2018,17-Apr-18,0.081,8,0.38,7685,87.66413177577246
C55,09:01:20,25/04/2018,17-Apr-18,0.072,8,0.38,3834,61.91930232165088
C19,09:36:00,25/04/2018,17-Apr-18,0.075,8,0.4,4041.48,63.57263562256956
C31,09:36:00,25/04/2018,17-Apr-18,0.076,8,0.4,5415.32,73.58885785225912
C35,09:36:00,25/04/2018,17-Apr-18,0.052,8,0.4,4457.39,66.76368773517532
C1,09:36:00,25/04/2018,17-Apr-18,0.07,8,0.4,4067.44,63.7764846945957
C9,09:36:00,25/04/2018,17-Apr-18,0.066,8,0.4,2114.45,45.98314908746464
C53,10:15:50,25/04/2018,17-Apr-18,0.075,8,0.43,4021.27,63.4134843704397
C21,10:15:50,25/04/2018,17-Apr-18,0.096,8,0.43,1191.6,34.51955967274206
C3,10:15:50,25/04/2018,17-Apr-18,0.091,8,0.43,991.997,31.495983870963613
C57,10:15:50,25/04/2018,17-Apr-18,0.1,8,0.43,2069.23,45.48878982782461
C73,10:15:50,25/04/2018,17-Apr-18,0.082,8,0.43,3139.01,56.02686855429277
C33,10:15:50,25/04/2018,17-Apr-18,0.08,8,0.43,3821.78,61.820546746207285
C79,10:15:50,25/04/2018,17-Apr-18,0.084,8,0.43,2392.17,48.90981496591456
C41,10:48:27,25/04/2018,17-Apr-18,0.062,8,0.45,3221.17,56.75535217052221
C25,10:48:27,25/04/2018,17-Apr-18,0.084,8,0.45,888.27,29.80385881056344
C61,10:48:27,25/04/2018,17-Apr-18,0.075,8,0.45,2231.18,47.23536810484279
C59,10:48:27,25/04/2018,17-Apr-18,0.065,8,0.45,5066.71,71.18082606994668
C43,10:48:27,25/04/2018,17-Apr-18,0.064,8,0.45,993.926,31.52659195028857
C69,11:21:02,25/04/2018,17-Apr-18,0.074,8,0.47,6121.4,78.23937627563247
C51,11:21:02,25/04/2018,17-Apr-18,0.104,8,0.47,6279.62,79.24405340465617
C23,11:21:02,25/04/2018,17-Apr-18,0.081,8,0.47,2513.59,50.135715812183236
C71,11:21:02,25/04/2018,17-Apr-18,0.062,8,0.47,5029.21,70.91692322711131
C15,11:21:02,25/04/2018,17-Apr-18,0.097,8,0.47,3676.69,60.63571554785183
C7,11:57:20,25/04/2018,17-Apr-18,0.122,8,0.5,1033.22,32.14373967042416
C77,11:57:20,25/04/2018,17-Apr-18,0.077,8,0.5,905.217,30.086824358845185
C13,11:57:20,25/04/2018,17-Apr-18,0.079,8,0.5,4625.48,68.01088148230399
C49,11:57:20,25/04/2018,17-Apr-18,0.061,8,0.5,6644.02,81.51085817239321
C37,11:57:20,25/04/2018,17-Apr-18,0.087,8,0.5,2607.1,51.05976889881113
C17,12:44:22,25/04/2018,17-Apr-18,0.083,8,0.53,5186.58,72.01791443800633
C47,12:44:22,25/04/2018,17-Apr-18,0.081,8,0.53,1241.66,35.23719625622901
C67,12:44:22,25/04/2018,17-Apr-18,0.074,8,0.53,2014.58,44.88407289896941
C65,12:44:22,25/04/2018,17-Apr-18,0.071,8,0.53,2951.36,54.32642082817531
C29,12:44:22,25/04/2018,17-Apr-18,0.095,8,0.53,2071.46,45.51329476098165
C45,12:44:22,25/04/2018,17-Apr-18,0.05,8,0.53,3103.72,55.71104019851003
C5,12:44:22,25/04/2018,17-Apr-18,0.067,8,0.53,2454.04,49.53826803593359
C75,12:44:22,25/04/2018,17-Apr-18,0.068,8,0.53,3242,56.938563381947034
C27,13:14:52,25/04/2018,17-Apr-18,0.094,8,0.55,3827.98,61.870671565775005
C73,09:01:59,26/04/2018,17-Apr-18,0.082,9,0.38,2492.26,49.9225399994832
C77,09:01:59,26/04/2018,17-Apr-18,0.077,9,0.38,742.599,27.250669716540912
C75,09:01:59,26/04/2018,17-Apr-18,0.068,9,0.38,3594.37,59.953064975862574
C19,09:01:59,26/04/2018,17-Apr-18,0.075,9,0.38,5732.1,75.7106333350871
C37,09:01:59,26/04/2018,17-Apr-18,0.087,9,0.38,1571,39.63584236521283
C15,09:01:59,26/04/2018,17-Apr-18,0.097,9,0.38,3794.99,61.6034901608667
C79,09:01:59,26/04/2018,17-Apr-18,0.084,9,0.38,1884.84,43.414744039323786
C45,09:34:48,26/04/2018,17-Apr-18,0.05,9,0.4,2219.33,47.10976544199727
C9,09:34:48,26/04/2018,17-Apr-18,0.066,9,0.4,1520.06,38.98794685540648
C39,09:34:48,26/04/2018,17-Apr-18,0.071,9,0.4,6269.03,79.1772063159594
C53,09:34:48,26/04/2018,17-Apr-18,0.075,9,0.4,3143.31,56.06522986664729
C33,09:34:48,26/04/2018,17-Apr-18,0.08,9,0.4,3144.09,56.07218561818328
C43,09:34:48,26/04/2018,17-Apr-18,0.064,9,0.4,846.232,29.09006703326756
C7,09:34:48,26/04/2018,17-Apr-18,0.122,9,0.4,1055.36,32.486304806795125
C61,10:09:23,26/04/2018,17-Apr-18,0.075,9,0.42,1840.61,42.9023309390061
C5,10:09:23,26/04/2018,17-Apr-18,0.067,9,0.42,3666.77,60.55386032285638
C65,10:09:23,26/04/2018,17-Apr-18,0.071,9,0.42,2904.95,53.89758807219484
C25,10:09:23,26/04/2018,17-Apr-18,0.084,9,0.42,991.826,31.493269122147353
C55,10:09:23,26/04/2018,17-Apr-18,0.072,9,0.42,4854.55,69.67460082411668
C31,10:09:23,26/04/2018,17-Apr-18,0.076,9,0.42,5005.11,70.74680204786644
C71,10:09:23,26/04/2018,17-Apr-18,0.062,9,0.42,4817.9,69.4110942141096
C29,10:09:23,26/04/2018,17-Apr-18,0.095,9,0.42,2425.57,49.25007614207312
C41,10:47:14,26/04/2018,17-Apr-18,0.062,9,0.45,888.97,29.81559994365366
C67,10:47:14,26/04/2018,17-Apr-18,0.074,9,0.45,1208.56,34.7643495552556
C13,10:47:14,26/04/2018,17-Apr-18,0.079,9,0.45,5818.54,76.27935500513884
C51,10:47:14,26/04/2018,17-Apr-18,0.104,9,0.45,7520.69,86.7219118792938
C21,11:21:15,26/04/2018,17-Apr-18,0.096,9,0.47,1597.1,39.963733559316
C23,11:21:15,26/04/2018,17-Apr-18,0.081,9,0.47,1443.12,37.98841928798828
C17,11:21:15,26/04/2018,17-Apr-18,0.083,9,0.47,3482.68,59.014235570750216
C3,11:21:15,26/04/2018,17-Apr-18,0.091,9,0.47,1250.06,35.356187577282704
C49,11:21:15,26/04/2018,17-Apr-18,0.061,9,0.47,5731.66,75.70772747877194
C63,11:53:43,26/04/2018,17-Apr-18,0.081,9,0.5,5145.16,71.72977066741535
C27,11:53:43,26/04/2018,17-Apr-18,0.094,9,0.5,3883.65,62.318937731639814
C59,11:53:43,26/04/2018,17-Apr-18,0.065,9,0.5,4340.7,65.88398895027531
C69,12:26:14,26/04/2018,17-Apr-18,0.074,9,0.52,3633.71,60.28026210958277
C11,12:26:14,26/04/2018,17-Apr-18,0.066,9,0.52,2392.9,48.917277111466454
C1,12:26:14,26/04/2018,17-Apr-18,0.07,9,0.52,5889.04,76.7400807922431
C57,12:26:14,26/04/2018,17-Apr-18,0.1,9,0.52,1729.91,41.59218676626657
C35,12:26:14,26/04/2018,17-Apr-18,0.052,9,0.52,4556.24,67.49992592588528
C47,12:26:14,26/04/2018,17-Apr-18,0.081,9,0.52,1915.19,43.762883817225756
C29,09:15:31,27/04/2018,17-Apr-18,0.095,10,0.39,1789.65,42.30425510513098
C59,09:15:31,27/04/2018,17-Apr-18,0.065,10,0.39,4982.7,70.58824264705844
C39,09:15:31,27/04/2018,17-Apr-18,0.071,10,0.39,5840.25,76.42152838042432
C77,09:15:31,27/04/2018,17-Apr-18,0.077,10,0.39,1192.58,34.533751606218516
C19,09:50:04,27/04/2018,17-Apr-18,0.075,10,0.41,4044.12,63.59339588353495
C65,09:50:04,27/04/2018,17-Apr-18,0.071,10,0.41,2855.35,53.43547510783449
C69,09:50:04,27/04/2018,17-Apr-18,0.074,10,0.41,5572.71,74.65058606601826
C79,09:50:04,27/04/2018,17-Apr-18,0.084,10,0.41,2665.49,51.62838366635159
C43,09:50:04,27/04/2018,17-Apr-18,0.064,10,0.41,472.391,21.7345577364712
C1,09:50:04,27/04/2018,17-Apr-18,0.07,10,0.41,5843.89,76.44533994953518
C7,10:22:35,27/04/2018,17-Apr-18,0.122,10,0.43,989.91,31.462835218714794
C61,10:22:35,27/04/2018,17-Apr-18,0.075,10,0.43,1475.3,38.409634208099405
C49,10:22:35,27/04/2018,17-Apr-18,0.061,10,0.43,5560.28,74.56728505182417
C27,10:22:35,27/04/2018,17-Apr-18,0.094,10,0.43,4802.16,69.29761900671625
C3,10:22:35,27/04/2018,17-Apr-18,0.091,10,0.43,1151.75,33.93744244930664
C41,10:22:35,27/04/2018,17-Apr-18,0.062,10,0.43,964.654,31.058879567685633
C73,10:22:35,27/04/2018,17-Apr-18,0.082,10,0.43,4118.02,64.1718006604147
C71,10:22:35,27/04/2018,17-Apr-18,0.062,10,0.43,4418.17,66.46931622937008
C15,10:22:35,27/04/2018,17-Apr-18,0.097,10,0.43,5003.93,70.73846195670359
C23,10:57:52,27/04/2018,17-Apr-18,0.081,10,0.46,2012.7,44.86312516978727
C47,10:57:52,27/04/2018,17-Apr-18,0.081,10,0.46,941.786,30.688532060038323
C51,10:57:52,27/04/2018,17-Apr-18,0.104,10,0.46,8343.08,91.34046200890381
C55,10:57:52,27/04/2018,17-Apr-18,0.072,10,0.46,4524.51,67.2644779954472
C63,10:57:52,27/04/2018,17-Apr-18,0.081,10,0.46,5617.1,74.94731482848468
C31,10:57:52,27/04/2018,17-Apr-18,0.076,10,0.46,5093.08,71.36581814846657
C37,10:57:52,27/04/2018,17-Apr-18,0.087,10,0.46,5347.88,73.12920073404331
C75,11:32:19,27/04/2018,17-Apr-18,0.068,10,0.48,2046.01,45.23284205088157
C5,11:32:19,27/04/2018,17-Apr-18,0.067,10,0.48,3200.86,56.57614338217125
C11,11:32:19,27/04/2018,17-Apr-18,0.066,10,0.48,1927.06,43.89829153850979
C45,11:32:19,27/04/2018,17-Apr-18,0.05,10,0.48,3342.52,57.814531045404145
C57,11:32:19,27/04/2018,17-Apr-18,0.1,10,0.48,2312.14,48.08471690672619
C25,11:32:19,27/04/2018,17-Apr-18,0.084,10,0.48,978.774,31.285363990211142
C33,12:10:02,27/04/2018,17-Apr-18,0.08,10,0.51,5446.78,73.80230348708636
C17,12:10:02,27/04/2018,17-Apr-18,0.083,10,0.51,2865.1,53.526628886938134
C9,12:10:02,27/04/2018,17-Apr-18,0.066,10,0.51,2154.39,46.41540692485632
C21,12:10:02,27/04/2018,17-Apr-18,0.096,10,0.51,1367.32,36.97729032798374
C13,12:40:10,27/04/2018,17-Apr-18,0.079,10,0.53,4775.02,69.1015195201958
C35,12:40:10,27/04/2018,17-Apr-18,0.052,10,0.53,5257.67,72.50979244212468
C67,12:40:10,27/04/2018,17-Apr-18,0.074,10,0.53,1566.99,39.58522451622575
C53,12:40:10,27/04/2018,17-Apr-18,0.075,10,0.53,3353.16,57.90647632173797
C37,09:02:27,28/04/2018,17-Apr-18,0.087,11,0.38,2634.78,51.330108123790275
C9,09:02:27,28/04/2018,17-Apr-18,0.066,11,0.38,989.233,31.452074653351566
C43,09:02:27,28/04/2018,17-Apr-18,0.064,11,0.38,378.338,19.450912574992465
C77,09:02:27,28/04/2018,17-Apr-18,0.077,11,0.38,784.487,28.008695078493034
C11,09:02:27,28/04/2018,17-Apr-18,0.066,11,0.38,1580.83,39.759652915990095
C21,09:34:52,28/04/2018,17-Apr-18,0.096,11,0.4,795.923,28.21210733000993
C57,09:34:52,28/04/2018,17-Apr-18,0.1,11,0.4,2240.2,47.33075110327323
C27,09:34:52,28/04/2018,17-Apr-18,0.094,11,0.4,2973.07,54.52586542183444
C15,09:34:52,28/04/2018,17-Apr-18,0.097,11,0.4,5076.53,71.24977192945953
C53,09:34:52,28/04/2018,17-Apr-18,0.075,11,0.4,3805.63,61.68978845805844
C31,10:06:32,28/04/2018,17-Apr-18,0.076,11,0.42,4023.1,63.427911836982304
C55,10:06:32,28/04/2018,17-Apr-18,0.072,11,0.42,3212.21,56.67636191570521
C65,10:06:32,28/04/2018,17-Apr-18,0.071,11,0.42,2904.62,53.894526623767646
C47,10:06:32,28/04/2018,17-Apr-18,0.081,11,0.42,1900.46,43.594265677953565
C23,10:06:32,28/04/2018,17-Apr-18,0.081,11,0.42,1945.82,44.11144976080473
C51,10:06:32,28/04/2018,17-Apr-18,0.104,11,0.42,6393.67,79.960427712713
C45,10:06:32,28/04/2018,17-Apr-18,0.05,11,0.42,1618.08,40.22536513196617
C33,10:06:32,28/04/2018,17-Apr-18,0.08,11,0.42,5677.74,75.35077969072384
C41,10:41:54,28/04/2018,17-Apr-18,0.062,11,0.45,1091.96,33.04481805064147
C1,10:41:54,28/04/2018,17-Apr-18,0.07,11,0.45,5639.51,75.09667103141125
C19,10:41:54,28/04/2018,17-Apr-18,0.075,11,0.45,4677.19,68.38998464687647
C29,10:41:54,28/04/2018,17-Apr-18,0.095,11,0.45,2369.98,48.68244036611148
C73,10:41:54,28/04/2018,17-Apr-18,0.082,11,0.45,4169.71,64.57329169246368
C35,10:41:54,28/04/2018,17-Apr-18,0.052,11,0.45,5748.68,75.82005011868563
C63,11:12:32,28/04/2018,17-Apr-18,0.081,11,0.47,7154.04,84.5815582736568
C25,11:12:32,28/04/2018,17-Apr-18,0.084,11,0.47,952.357,30.86028191705319
C7,11:12:32,28/04/2018,17-Apr-18,0.122,11,0.47,1677.44,40.95656235574465
C71,11:45:51,28/04/2018,17-Apr-18,0.062,11,0.49,3956.72,62.90246418066624
C3,11:45:51,28/04/2018,17-Apr-18,0.091,11,0.49,1713.14,41.39009543356961
C5,11:45:51,28/04/2018,17-Apr-18,0.067,11,0.49,3389.61,58.22035726444832
C49,11:45:51,28/04/2018,17-Apr-18,0.061,11,0.49,4769.17,69.0591775218906
C13,11:45:51,28/04/2018,17-Apr-18,0.079,11,0.49,3490.3,59.07876098903903
C39,11:45:51,28/04/2018,17-Apr-18,0.071,11,0.49,6293.48,79.33145656043384
C69,12:16:47,28/04/2018,17-Apr-18,0.074,11,0.51,5093.03,71.36546783984534
C67,12:16:47,28/04/2018,17-Apr-18,0.074,11,0.51,1667.91,40.840053868720595
C75,12:16:47,28/04/2018,17-Apr-18,0.068,11,0.51,1963.16,44.30756143143064
C59,12:16:47,28/04/2018,17-Apr-18,0.065,11,0.51,4340.89,65.88543086297608
C61,12:16:47,28/04/2018,17-Apr-18,0.075,11,0.51,2583.46,50.827748327070324
C17,12:16:47,28/04/2018,17-Apr-18,0.083,11,0.51,4015.45,63.36757846091327
C79,12:16:47,28/04/2018,17-Apr-18,0.084,11,0.51,3047.17,55.20117752367245
C43,09:07:10,29/04/2018,17-Apr-18,0.064,12,0.38,603.308,24.56232887981105
C37,09:07:10,29/04/2018,17-Apr-18,0.087,12,0.38,1710.17,41.354201721227795
C13,09:07:10,29/04/2018,17-Apr-18,0.079,12,0.38,3428.83,58.5562123091991
C61,09:07:10,29/04/2018,17-Apr-18,0.075,12,0.38,1399.24,37.4064165618681
C25,09:38:46,29/04/2018,17-Apr-18,0.084,12,0.4,718.58,26.80634253306482
C15,09:38:46,29/04/2018,17-Apr-18,0.097,12,0.4,3364.41,58.00353437507063
C47,09:38:46,29/04/2018,17-Apr-18,0.081,12,0.4,1608.23,40.10274304832526
C35,09:38:46,29/04/2018,17-Apr-18,0.052,12,0.4,4748.84,68.91182772209717
C59,09:38:46,29/04/2018,17-Apr-18,0.065,12,0.4,5480.95,74.03343839104058
C33,09:38:46,29/04/2018,17-Apr-18,0.08,12,0.4,5659.07,75.22679044064023
C11,10:12:15,29/04/2018,17-Apr-18,0.066,12,0.43,1670.35,40.86991558591723
C65,10:12:15,29/04/2018,17-Apr-18,0.071,12,0.43,2293.29,47.88830754996464
C7,10:12:15,29/04/2018,17-Apr-18,0.122,12,0.43,1459.82,38.20759086883129
C1,10:12:15,29/04/2018,17-Apr-18,0.07,12,0.43,6574.42,81.0827971890462
C75,10:44:22,29/04/2018,17-Apr-18,0.068,12,0.45,4499.14,67.07562895717044
C41,10:44:22,29/04/2018,17-Apr-18,0.062,12,0.45,1064.77,32.63081365825866
C55,10:44:22,29/04/2018,17-Apr-18,0.072,12,0.45,3425.46,58.52742946687476
C63,10:44:22,29/04/2018,17-Apr-18,0.081,12,0.45,4134.86,64.302877074047
C5,10:44:22,29/04/2018,17-Apr-18,0.067,12,0.45,2959.7,54.40312491024757
C49,10:44:22,29/04/2018,17-Apr-18,0.061,12,0.45,3841.7,61.98144883753525
C79,11:17:53,29/04/2018,17-Apr-18,0.084,12,0.47,1939.39,44.03850587837876
C57,11:17:53,29/04/2018,17-Apr-18,0.1,12,0.47,1859.95,43.12713762818024
C9,11:17:53,29/04/2018,17-Apr-18,0.066,12,0.47,1716.97,41.43633671066978
C77,11:17:53,29/04/2018,17-Apr-18,0.077,12,0.47,1139.34,33.754110860752945
C71,11:17:53,29/04/2018,17-Apr-18,0.062,12,0.47,5634.48,75.06317339414848
C39,11:17:53,29/04/2018,17-Apr-18,0.071,12,0.47,5722.18,75.6450923722088
C31,11:17:53,29/04/2018,17-Apr-18,0.076,12,0.47,3711.14,60.91912671731268
C53,11:17:53,29/04/2018,17-Apr-18,0.075,12,0.47,2611.41,51.10195690969182
C3,11:51:07,29/04/2018,17-Apr-18,0.091,12,0.49,1557.76,39.46846842734083
C27,11:51:07,29/04/2018,17-Apr-18,0.094,12,0.49,2225.11,47.171071643540174
C23,11:51:07,29/04/2018,17-Apr-18,0.081,12,0.49,2123.93,46.08611504564037
C17,12:26:27,29/04/2018,17-Apr-18,0.083,12,0.52,5473.37,73.98222759555162
C51,12:26:27,29/04/2018,17-Apr-18,0.104,12,0.52,6056.35,77.82255457128095
C29,12:26:27,29/04/2018,17-Apr-18,0.095,12,0.52,3545.77,59.54636848708744
C69,12:26:27,29/04/2018,17-Apr-18,0.074,12,0.52,3934.14,62.72272315516921
C19,12:26:27,29/04/2018,17-Apr-18,0.075,12,0.52,1470.72,38.34996740546203
C45,12:26:27,29/04/2018,17-Apr-18,0.05,12,0.52,1547.05,39.3325564895037
C67,12:26:27,29/04/2018,17-Apr-18,0.074,12,0.52,1684.7,41.04509714935512
C73,12:26:27,29/04/2018,17-Apr-18,0.082,12,0.52,4999.36,70.70615249043041
C21,12:26:27,29/04/2018,17-Apr-18,0.096,12,0.52,992.11,31.497777699386983
C37,09:16:02,30/04/2018,17-Apr-18,0.087,13,0.39,1806.27,42.50023529346632
C5,09:16:02,30/04/2018,17-Apr-18,0.067,13,0.39,2519.3,50.192628940911234
C69,09:16:02,30/04/2018,17-Apr-18,0.074,13,0.39,4778.11,69.12387431271485
C47,09:16:02,30/04/2018,17-Apr-18,0.081,13,0.39,1183.01,34.39491241448363
C27,09:16:02,30/04/2018,17-Apr-18,0.094,13,0.39,2576.36,50.75785653472771
C77,09:16:02,30/04/2018,17-Apr-18,0.077,13,0.39,1199.32,34.63119980595532
C51,09:16:02,30/04/2018,17-Apr-18,0.104,13,0.39,6353.89,79.71129154643023
C15,09:50:43,30/04/2018,17-Apr-18,0.097,13,0.41,3685.52,60.70848375639108
C23,09:50:43,30/04/2018,17-Apr-18,0.081,13,0.41,2032.3,45.08103814243856
C19,09:50:43,30/04/2018,17-Apr-18,0.075,13,0.41,2125.69,46.10520577982491
C55,09:50:43,30/04/2018,17-Apr-18,0.072,13,0.41,4006.69,63.298420201455265
C9,09:50:43,30/04/2018,17-Apr-18,0.066,13,0.41,3614.52,60.1208782370983
C49,10:24:00,30/04/2018,17-Apr-18,0.061,13,0.43,2988.41,54.666351625108476
C43,10:24:00,30/04/2018,17-Apr-18,0.064,13,0.43,430.104,20.738948864395226
C73,10:24:00,30/04/2018,17-Apr-18,0.082,13,0.43,4683.05,68.43281376649655
C65,10:24:00,30/04/2018,17-Apr-18,0.071,13,0.43,3052.49,55.24934388750693
C29,10:24:00,30/04/2018,17-Apr-18,0.095,13,0.43,2009.49,44.82733541043902
C45,10:24:00,30/04/2018,17-Apr-18,0.05,13,0.43,2106.07,45.89193828985653
C61,10:24:00,30/04/2018,17-Apr-18,0.075,13,0.43,1801.15,42.43995758716071
C39,10:24:00,30/04/2018,17-Apr-18,0.071,13,0.43,4791.04,69.21733886823445
C33,11:01:06,30/04/2018,17-Apr-18,0.08,13,0.46,5231.63,72.33000760403665
C17,11:01:06,30/04/2018,17-Apr-18,0.083,13,0.46,3691.66,60.75903225035764
C67,11:33:59,30/04/2018,17-Apr-18,0.074,13,0.48,924.501,30.405608035360846
C35,11:33:59,30/04/2018,17-Apr-18,0.052,13,0.48,3697.32,60.80559184811871
C7,11:33:59,30/04/2018,17-Apr-18,0.122,13,0.48,1040.02,32.249341078539885
C1,11:33:59,30/04/2018,17-Apr-18,0.07,13,0.48,7222.3,84.98411616296306
C11,11:33:59,30/04/2018,17-Apr-18,0.066,13,0.48,1671.08,40.87884538486869
C71,11:33:59,30/04/2018,17-Apr-18,0.062,13,0.48,4807.09,69.33318108957644
C41,11:33:59,30/04/2018,17-Apr-18,0.062,13,0.48,717.833,26.792405640404894
C3,12:08:41,30/04/2018,17-Apr-18,0.091,13,0.51,1298.33,36.032346579150236
C25,12:08:41,30/04/2018,17-Apr-18,0.084,13,0.51,966.225,31.08415995326237
C21,12:08:41,30/04/2018,17-Apr-18,0.096,13,0.51,1058.77,32.53874613441643
C59,12:08:41,30/04/2018,17-Apr-18,0.065,13,0.51,4647.2,68.17037479726805
C57,12:08:41,30/04/2018,17-Apr-18,0.1,13,0.51,1956.36,44.2307585284268
C75,12:08:41,30/04/2018,17-Apr-18,0.068,13,0.51,4871.76,69.79799424052241
C79,12:08:41,30/04/2018,17-Apr-18,0.084,13,0.51,2486.01,49.85990373035231
C53,12:41:28,30/04/2018,17-Apr-18,0.075,13,0.53,6318.76,79.49062837844471
C31,12:41:28,30/04/2018,17-Apr-18,0.076,13,0.53,5096.71,71.3912459619525
C13,12:41:28,30/04/2018,17-Apr-18,0.079,13,0.53,2931.16,54.14018840011549
C63,12:41:28,30/04/2018,17-Apr-18,0.081,13,0.53,5250.32,72.4590919070892
C43,09:17:59,1/05/2018,17-Apr-18,0.064,14,0.39,566.168,23.79428502813228
C11,09:17:59,1/05/2018,17-Apr-18,0.066,14,0.39,5553.44,74.52140632060025
C23,09:17:59,1/05/2018,17-Apr-18,0.081,14,0.39,1652.61,40.65230620764337
C63,09:17:59,1/05/2018,17-Apr-18,0.081,14,0.39,5723.52,75.65394900466201
C47,09:17:59,1/05/2018,17-Apr-18,0.081,14,0.39,1444.79,38.01039331551306
C35,09:17:59,1/05/2018,17-Apr-18,0.052,14,0.39,4233.38,65.0644296063525
C73,09:50:40,1/05/2018,17-Apr-18,0.082,14,0.41,4054.8,63.67731150103622
C1,09:50:40,1/05/2018,17-Apr-18,0.07,14,0.41,6196.16,78.71569093897354
C3,09:50:40,1/05/2018,17-Apr-18,0.091,14,0.41,3197.91,56.550066312958464
C9,09:50:40,1/05/2018,17-Apr-18,0.066,14,0.41,3135.47,55.995267657186886
C27,09:50:40,1/05/2018,17-Apr-18,0.094,14,0.41,2686.32,51.82972120318611
C69,10:27:09,1/05/2018,17-Apr-18,0.074,14,0.44,4428.62,66.54787750184073
C17,10:27:09,1/05/2018,17-Apr-18,0.083,14,0.44,3586.7,59.889064110236355
C51,10:27:09,1/05/2018,17-Apr-18,0.104,14,0.44,7068.49,84.07431236709581
C21,10:27:09,1/05/2018,17-Apr-18,0.096,14,0.44,1386.71,37.23855528884009
C7,10:27:09,1/05/2018,17-Apr-18,0.122,14,0.44,1978.46,44.47988309337155
C77,10:27:09,1/05/2018,17-Apr-18,0.077,14,0.44,596.265,24.418538039776255
C57,10:27:09,1/05/2018,17-Apr-18,0.1,14,0.44,2166.74,46.548254532259314
C61,11:05:17,1/05/2018,17-Apr-18,0.075,14,0.46,2267.81,47.621528744885964
C79,11:05:17,1/05/2018,17-Apr-18,0.084,14,0.46,1701.67,41.25130300972322
C49,11:05:17,1/05/2018,17-Apr-18,0.061,14,0.46,3928.38,62.67678996247335
C55,11:05:17,1/05/2018,17-Apr-18,0.072,14,0.46,3214.72,56.69850086201574
C13,11:05:17,1/05/2018,17-Apr-18,0.079,14,0.46,3145.24,56.08243931927355
C33,11:05:17,1/05/2018,17-Apr-18,0.08,14,0.46,4273.27,65.3702531737487
C67,11:05:17,1/05/2018,17-Apr-18,0.074,14,0.46,1568.11,39.59936868183633
C65,11:05:17,1/05/2018,17-Apr-18,0.071,14,0.46,3209.21,56.64988967332593
C37,11:38:07,1/05/2018,17-Apr-18,0.087,14,0.48,2771.07,52.64095363877824
C19,11:38:07,1/05/2018,17-Apr-18,0.075,14,0.48,2365.02,48.63147129174687
C25,11:38:07,1/05/2018,17-Apr-18,0.084,14,0.48,1604.47,40.05583602922301
C29,11:38:07,1/05/2018,17-Apr-18,0.095,14,0.48,2973.17,54.526782410114755
C45,11:38:07,1/05/2018,17-Apr-18,0.05,14,0.48,2138.71,46.24618903217864
C41,11:38:07,1/05/2018,17-Apr-18,0.062,14,0.48,927.93,30.461943470501023
C59,12:14:56,1/05/2018,17-Apr-18,0.065,14,0.51,4428.17,66.54449639151235
C71,12:14:56,1/05/2018,17-Apr-18,0.062,14,0.51,4804.77,69.31644826446318
C75,12:14:56,1/05/2018,17-Apr-18,0.068,14,0.51,4818.83,69.41779310810738
C5,12:14:56,1/05/2018,17-Apr-18,0.067,14,0.51,3268.52,57.170971655202784
C15,12:48:23,1/05/2018,17-Apr-18,0.097,14,0.53,3926.9,62.664982246865755
C39,12:48:23,1/05/2018,17-Apr-18,0.071,14,0.53,5786.43,76.06858747209652
C53,12:48:23,1/05/2018,17-Apr-18,0.075,14,0.53,3980.26,63.08930178722856
